,Unnamed: 0,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark,Beitou,Daan District,Datong District,Nangang District,Neihu District,Songshan District,Wanhua District,Wenshan District,Xinyi District,Zhongshan Area,Zhongzheng District,shihlin,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license_x,See other registration items_x,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,For business,For commercial use,For work,Parking space,Resident,Residential business,See license_y,See other registration items_y,industrial use,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
1858,1858,9.69,65.0,62.92,2,1,2,1,1,10500000.0,166878.57596948507,0.0,0,2019,11,1954.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1859,1859,38.23,108.0,240.35,4,2,3,1,0,41680000.0,173413.77158310794,38.92,0,2019,10,1911.0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1860,1860,40.42,108.0,206.36,4,2,2,1,1,37000000.0,179298.31362667185,42.98,2600000,2019,1,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1861,1861,40.48,108.0,227.98,4,2,2,1,1,39280000.0,172295.81542240552,64.61,4900000,2019,9,1911.0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1862,1862,29.97,108.0,162.57,3,2,2,1,1,27150000.0,167004.98246909026,35.73,2500000,2019,4,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1863,1863,29.97,108.0,162.57,3,2,2,1,1,27460000.0,168911.85335547765,35.73,2500000,2019,1,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1864,1864,40.42,108.0,206.36,4,2,2,1,1,36000000.0,174452.4132583834,42.98,2600000,2019,2,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1865,1865,40.42,108.0,198.03,4,2,2,1,0,35630000.0,179922.23400494878,35.73,2700000,2019,4,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1866,1866,51.36,108.0,249.69,4,2,2,1,1,49110000.0,196683.8880211462,35.73,2700000,2019,2,1911.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1867,1867,24.72,107.0,194.88,2,2,2,1,1,53300000.0,273501.64203612483,33.74,3000000,2019,6,1912.0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1868,1868,66.56,91.0,466.94,3,2,0,1,1,71050000.0,152160.87720049685,108.06,0,2019,10,1928.0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1869,1869,2.41,68.0,20.93,1,1,1,1,1,3650000.0,174390.8265647396,0.0,0,2019,11,1951.0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1870,1870,0.13,0.0,33.49,0,0,0,1,1,1600000.0,47775.4553598089,33.49,1600000,2019,11,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1871,1871,7.24,108.0,87.74000000000002,2,1,1,1,1,25700000.0,292910.87303396396,17.62,2400000,2016,4,1908.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1872,1872,12.68,97.0,76.54,1,1,1,1,1,10100000.0,131957.1465900183,0.0,0,2019,11,1922.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1873,1873,31.34,72.0,109.13,3,2,2,1,0,15000000.0,137450.7468157244,0.0,0,2019,10,1947.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1874,1874,45.49,78.0,123.24,3,2,2,1,0,13000000.0,105485.23206751057,0.0,0,2019,8,1941.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1875,1875,37.84,70.0,148.65,9,0,9,1,0,19000000.0,127817.01984527412,0.0,0,2019,11,1949.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1876,1876,0.8,0.0,0.0,0,0,0,1,0,52266.0,65332.5,0.0,0,2019,1,2019.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1877,1877,28.68,68.0,147.77,4,2,2,1,0,36880000.0,249577.04540840487,0.0,0,2019,10,1951.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1878,1878,45.65,102.0,290.3,4,2,2,1,0,41800000.0,143988.97692042714,33.52,3400000,2019,11,1917.0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1879,1879,31.06,95.0,156.63,2,2,2,1,1,28300000.0,180680.58481772328,0.0,0,2019,10,1924.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1880,1880,39.12,93.0,183.67,3,2,2,1,0,36500000.0,198725.97593510093,0.0,0,2019,11,1926.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1881,1881,12.73,96.0,134.3,1,1,1,1,1,45080000.0,335666.4184661206,34.9,0,2019,10,1923.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1882,1882,5.78,107.0,97.53,2,2,1,1,1,20680000.0,212037.32184968726,14.46,1600000,2019,9,1912.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1883,1883,70.41,92.0,177.76,3,2,2,1,1,18500000.0,104072.90729072908,0.0,0,2019,10,1927.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1884,1884,5.28,84.0,51.29,1,1,1,1,1,8700000.0,169623.70832520962,0.0,0,2019,11,1935.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1885,1885,5.87,94.0,36.29,1,1,1,1,1,13600000.0,374758.88674566,0.0,0,2019,10,1925.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1886,1886,22.81,60.0,74.94,2,2,1,1,0,16450000.0,219508.94048572192,0.0,0,2019,10,1959.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1887,1887,35.5,63.0,109.08,3,2,2,1,0,21800000.0,199853.31866519985,0.0,0,2019,11,1956.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1888,1888,6.57,107.0,108.8,2,2,1,1,1,23700000.0,217830.8823529412,14.46,1600000,2019,9,1912.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1889,1889,26.45,63.4,95.7,3,2,1,1,0,11000000.0,114942.52873563215,0.0,0,2019,11,1955.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1892,1892,25.22,70.0,133.69,3,2,2,1,1,27080000.0,202558.15693021173,0.0,0,2019,11,1949.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1893,1893,8.1,83.0,69.21,0,1,1,1,1,12055000.0,174180.03178731402,0.0,0,2019,11,1936.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1894,1894,64.0,63.0,116.57,3,2,2,1,0,28700000.0,246203.9975980098,0.0,0,2019,11,1956.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1895,1895,14.63,103.0,103.23,2,2,1,1,1,21300000.0,206335.36762569024,18.7,0,2019,10,1916.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1896,1896,12.46,61.0,67.48,3,2,2,1,1,8000000.0,118553.64552459988,0.0,0,2019,10,1958.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1897,1897,45.75,62.0,117.06,3,2,1,1,0,16300000.0,139244.83171023405,0.0,0,2019,10,1957.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1898,1898,14.58,106.0,71.61,2,1,1,1,1,15000000.0,209467.95140343526,0.0,0,2019,11,1913.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1899,1899,51.64,78.0,140.84,3,2,2,1,0,23200000.0,164725.9301334848,0.0,0,2019,10,1941.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1900,1900,7.81,0.0,0.0,0,0,0,1,0,4481066.0,573760.0512163893,0.0,0,2019,11,2019.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1901,1901,91.08,95.0,200.88,2,3,2,1,1,30000000.0,149342.89127837514,0.0,0,2019,10,1924.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1902,1902,91.08,95.0,200.88,3,2,2,1,1,26000000.0,129430.5057745918,0.0,0,2019,10,1924.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1903,1903,22.5,104.0,187.83,3,2,2,1,1,33750000.0,179683.75658840442,39.79,3000000,2019,11,1915.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1904,1904,978.46,0.0,0.0,0,0,0,1,0,12500000.0,12775.177319461194,0.0,0,2019,11,2019.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1905,1905,38.78,70.0,93.47,3,2,2,1,0,7500000.0,80239.649085268,0.0,0,2019,11,1949.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1906,1906,16.06,74.0,83.17,2,2,1,1,1,12560000.0,151015.99134303234,0.0,0,2019,11,1945.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1907,1907,5.06,96.0,25.93,1,1,1,1,1,6050000.0,233320.47821056691,0.0,0,2019,10,1923.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1908,1908,35.36,74.0,145.01,4,2,2,1,0,35200000.0,242741.8798703538,0.0,0,2019,10,1945.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1909,1909,24.38,76.0,182.24,4,2,3,1,1,47600000.0,261194.0298507463,0.0,0,2019,10,1943.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1910,1910,8.96,73.0,46.33,0,0,0,0,1,27100000.0,584934.16792575,0.0,0,2019,11,1946.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1911,1911,3.66,85.0,44.76000000000001,1,1,1,1,1,5380000.0,120196.60411081322,0.0,0,2019,10,1934.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1912,1912,10.97,100.0,133.68,2,2,1,1,1,24000000.0,179533.21364452422,15.69,1200000,2019,10,1919.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1913,1913,2.0,71.0,17.37,1,0,1,1,1,2370000.0,136442.14162348874,0.0,0,2019,10,1948.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1914,1914,30.31,68.0,86.74,3,2,1,1,0,10600000.0,122204.28867881025,0.0,0,2019,10,1951.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1915,1915,17.65,77.0,148.14,4,2,2,1,1,23750000.0,160321.31767247198,0.0,0,2019,10,1942.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1916,1916,5.68,78.0,48.09,1,1,1,1,1,9500000.0,197546.26741526305,0.0,0,2019,11,1941.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1917,1917,35.35,72.0,109.04,4,2,2,1,1,17500000.0,160491.56272927366,0.0,0,2019,11,1947.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1918,1918,63.52,79.0,315.06,7,4,3,1,1,33880000.0,107535.07268456805,0.0,0,2019,9,1940.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1919,1919,20.61,107.0,309.15,1,1,1,1,1,65000000.0,210253.92204431508,58.2,4000000,2019,10,1912.0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1920,1920,18.38,67.0,181.03,4,2,1,1,1,41980000.0,231895.26597801468,0.0,0,2019,9,1952.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1921,1921,34.08,79.0,146.54999999999995,3,2,2,1,1,27000000.0,184237.4616171955,0.0,0,2019,9,1940.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1922,1922,21.52,80.875,106.79,3,2,2,1,1,23300000.0,218185.22333551827,0.0,0,2019,10,1938.125,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1923,1923,19.5,65.0,57.86,2,2,2,1,0,9600000.0,165917.7324576564,0.0,0,2019,11,1954.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1924,1924,32.5,58.0,86.34,4,2,2,1,0,22300000.0,258281.21380588372,0.0,0,2019,11,1961.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1925,1925,12.75,67.0,48.67,2,1,1,1,0,6700000.0,137661.80398602836,0.0,0,2019,11,1952.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1926,1926,30.59,59.0,112.48,5,2,3,1,0,21300000.0,189366.99857752488,0.0,0,2019,10,1960.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1927,1927,23.3,73.25,83.81,3,1,2,1,0,13300000.0,158692.2801574991,0.0,0,2019,10,1945.75,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1928,1928,11.07,66.0,39.85,1,1,1,1,1,3250000.0,81555.83437892095,0.0,0,2019,11,1953.0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1929,1929,31.86,67.0,121.14,3,2,2,1,0,12000000.0,99058.94006934128,0.0,0,2019,8,1952.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1930,1930,1579.97,0.0,0.0,0,0,0,1,0,22400000.0,14177.484382614859,0.0,0,2019,11,2019.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1931,1931,30.73,99.0,237.87,3,2,2,1,1,49000000.0,205994.8711481061,23.98,4000000,2019,11,1920.0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1932,1932,13.91,61.0,26.91,3,2,1,1,0,4100000.0,152359.71757710888,0.0,0,2019,10,1958.0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1933,1933,34.69,84.0,127.18,3,2,2,1,0,19000000.0,149394.5588929077,0.0,0,2019,10,1935.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1934,1934,334.15,0.0,0.0,0,0,0,1,0,153597186.0,459665.3778243304,0.0,0,2019,10,2019.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1935,1935,35.58,76.0,102.13,3,2,2,1,0,13560000.0,132771.95730931163,0.0,0,2019,10,1943.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1936,1936,5.79,85.0,26.59,1,1,1,1,1,4100000.0,154193.30575404287,0.0,0,2019,11,1934.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1937,1937,30.71,100.0,198.28,3,2,2,1,1,34680000.0,174904.1759128505,38.37,2500000,2019,10,1919.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1938,1938,26.74,100.0,261.76,3,2,1,1,1,56000000.0,213936.43031784843,46.62,2500000,2019,10,1919.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1939,1939,23.77,99.0,141.15,2,2,1,1,1,14880000.0,105419.76620616364,47.09,2000000,2019,10,1920.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1940,1940,27.25,62.0625,94.5,3,2,2,1,0,14100000.0,149206.3492063492,0.0,0,2019,11,1956.9375,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1941,1941,17.3,107.0,170.51,3,2,2,1,1,26180000.0,153539.3818544367,32.06,2500000,2019,1,1912.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1942,1942,19.4,75.0,69.8,2,2,2,1,0,13000000.0,186246.4183381089,0.0,0,2019,10,1944.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1943,1943,28.54,74.0,201.09,5,4,3,1,0,49500000.0,246158.4365209608,0.0,0,2019,9,1945.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
