,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
1030,Neihu District,22.7,68.0,72.09,2,2,1,1,0,10360000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1031,Neihu District,78.04,90.0,144.58,3,2,2,1,1,24280000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1032,Neihu District,18.08,99.0,132.5,3,2,2,1,1,31680000.0,0.0,0,2019,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1033,Neihu District,32.04,73.0,124.28,3,2,1,1,1,17000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1034,Zhongshan Area,9.98,97.0,96.41,0,0,0,0,1,34180000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1035,Wanhua District,37.86,100.0,177.63,3,2,2,1,1,26392639.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1036,Datong District,19.64,106.0,222.14,3,2,2,1,1,52100000.0,35.85,3000000,2019,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1037,Datong District,2.79,70.0,24.16,1,1,1,1,1,2920000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1038,Wanhua District,13.33,86.0,77.25,3,2,2,1,1,4000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1039,Wanhua District,15.6,108.0,188.49,3,2,2,1,0,24330000.0,43.59,2200000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1040,Datong District,36.0,0.0,107.52,4,0,3,1,0,25550000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1041,Datong District,5.11,0.0,41.87000000000001,1,1,1,1,0,5080000.0,0.0,0,2019,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1042,Wanhua District,36.61,101.0,183.32,3,2,2,1,1,26100000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1043,Datong District,25.0,62.875,84.21,3,1,2,1,0,3950000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1044,Wanhua District,12.76,72.0,124.97,3,2,2,1,1,13950000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1045,Wanhua District,11.36,106.0,158.73000000000005,3,2,2,1,1,30700000.0,27.87,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1046,Zhongzheng District,23.17,92.0,335.98,0,0,0,0,1,66360000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1047,Datong District,15.0,61.0,46.78,2,2,1,1,0,6000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1048,Zhongzheng District,11.9,108.0,153.77,3,1,2,1,1,42630000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1049,Wanhua District,0.0,107.0,96.35,1,2,1,1,1,5229370.0,33.69,1428000,2019,10,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1050,Wanhua District,41.39,102.0,159.86,3,2,2,1,1,22000000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1051,Zhongzheng District,11.9,108.0,153.77,3,1,2,1,1,46190000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1052,Zhongzheng District,11.5,108.0,148.79999999999995,3,1,2,1,1,40770000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1053,Zhongzheng District,11.57,108.0,149.5,3,1,2,1,1,42630000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1054,Zhongzheng District,11.57,108.0,149.5,3,1,2,1,1,40980000.0,15.3,2000000,2019,11,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1055,Zhongzheng District,11.5,108.0,148.79999999999995,3,1,2,1,1,42550000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1056,Zhongzheng District,11.57,108.0,149.5,3,1,2,1,1,42360000.0,15.3,2000000,2019,11,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1057,Zhongzheng District,11.9,108.0,153.77,3,1,2,1,1,44150000.0,15.3,2000000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1058,Zhongzheng District,11.86,108.0,137.76,3,1,2,1,1,41840000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1059,Wenshan District,65.9,100.0,272.31,4,2,2,1,1,34700000.0,56.62,0,2019,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1060,Wenshan District,87.4,66.5,59.02,3,2,2,1,0,24500000.0,0.0,0,2019,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1061,Zhongzheng District,20.72,105.0,295.3400000000001,1,2,3,1,1,90000000.0,68.86,6500000,2019,10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1062,Wenshan District,68.77,102.0,175.86,3,2,2,1,1,29680000.0,26.75,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1063,Zhongzheng District,22.84,80.0,177.48,5,2,2,1,0,35500000.0,0.0,0,2019,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1064,Zhongzheng District,15.74,107.0,141.69,0,0,0,0,1,30600000.0,39.92,3000000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1065,Zhongzheng District,0.18,97.0,46.69000000000001,0,0,0,1,1,3350000.0,46.69,3350000,2019,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1066,Wenshan District,149.94,107.0,226.29,4,2,2,1,1,35580000.0,35.02,2500000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1067,Wenshan District,156.75,107.0,262.42,4,2,2,1,1,43000000.0,70.04,5000000,2019,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1068,Zhongzheng District,0.0,108.0,153.77,3,1,2,1,1,13431000.0,15.3,600000,2019,10,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1069,Wenshan District,13.89,108.0,113.67,0,0,0,0,1,24860000.0,43.74,1600000,2019,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1070,Wenshan District,11.9,108.0,60.17,0,0,0,0,1,21800000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1071,Wenshan District,0.59,101.0,35.33,0,0,0,1,1,1800000.0,35.33,1800000,2019,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1072,Wenshan District,27.16,101.0,128.1,3,2,2,1,1,20200000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1073,Wenshan District,19.03,62.0625,77.35,2,2,1,1,0,16000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1074,Wenshan District,30.29,86.0,149.54,2,2,1,1,1,14700000.0,34.35,0,2017,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1075,Wenshan District,28.15,102.0,226.36,3,2,2,1,1,41680000.0,20.38,2000000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1076,Wenshan District,21.97,88.0,87.8,3,2,2,1,1,16000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1077,Wenshan District,40.71,95.0,206.17,3,2,2,1,1,27180000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1078,Datong District,63.0,0.0,107.37,4,2,2,1,0,16900000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1079,Wanhua District,66.0,0.0,100.0,4,3,4,1,0,16000000.0,0.0,0,2019,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1080,Wanhua District,77.0,0.0,116.7,3,2,3,1,0,24350000.0,0.0,0,2019,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1081,Datong District,36.74,0.0,24.29,0,0,0,0,0,12225368.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1082,Datong District,51.0,0.0,33.72,0,0,0,0,0,16970250.0,0.0,0,2019,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1083,Datong District,59.0,0.0,110.2,3,2,2,1,0,17030000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1084,Zhongzheng District,5.32,107.0,68.23,1,2,1,1,1,21600000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1085,Datong District,0.12,0.0,40.38,0,0,0,1,0,2000000.0,0.0,2000000,2019,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1086,Wanhua District,17.51,79.16666666666667,63.09,3,1,1,1,1,9680000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1087,Datong District,16.0,0.0,0.0,0,0,0,1,0,6050000.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1088,Datong District,4.15,85.0,47.47,1,1,1,1,1,7700000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1089,Wanhua District,13.88,106.0,186.4,3,2,1,1,1,37000000.0,14.41,1000000,2019,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1090,Wanhua District,3.94,105.0,58.31,1,1,1,1,1,11800000.0,0.0,0,2019,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1091,Datong District,9.55,101.0,42.36,2,1,1,1,1,4380000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1092,Neihu District,17.01,107.0,239.04,0,0,0,0,1,53980000.0,29.1,2000000,2019,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1093,Neihu District,0.41,0.0,29.1,0,0,0,1,1,2550000.0,29.1,2550000,2019,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1094,Neihu District,82.65,94.0,184.24,3,2,2,1,1,36900000.0,0.0,0,2019,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1095,Neihu District,22.12,108.0,106.38,1,2,1,1,1,19310000.0,21.78,1310000,2018,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1096,Zhongshan Area,18.49,96.0,167.48,2,2,2,1,1,34300000.0,12.87,0,2019,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1097,Zhongshan Area,40.0,55.0,79.77,6,2,3,1,0,20000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1098,Zhongshan Area,17.8,75.0,177.87,4,2,2,1,1,38800000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1099,Neihu District,39.35,70.0,88.36999999999998,3,2,1,1,0,12770000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1100,Neihu District,30.53,108.0,198.93,4,2,2,1,1,35000000.0,38.91,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1101,Zhongshan Area,5.1,73.0,41.69,2,2,1,1,1,7200000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1102,Neihu District,13.66,108.0,114.97,2,2,1,1,1,16700000.0,30.74,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1103,Zhongshan Area,52.07,66.0,136.36,3,3,2,1,0,32500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1104,Neihu District,19.78,107.0,250.94,0,0,0,0,1,66480000.0,0.0,0,2019,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1105,Songshan District,5.1,69.0,47.47,1,1,1,1,1,10450000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1106,Xinyi District,6.12,94.0,42.29,1,1,1,1,1,16000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1107,Xinyi District,68.07,88.0,267.98,3,2,2,1,1,78000000.0,88.72,0,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1108,Nangang District,65.6,78.0,350.53,0,0,0,0,1,38300000.0,0.0,0,2019,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1109,Nangang District,23.62,100.0,125.44,3,2,2,1,1,29000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1110,Nangang District,15.89,102.0,119.84,2,2,1,1,1,24180000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1111,Nangang District,13.81,106.0,197.27,4,2,2,1,1,36100000.0,38.65,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1112,Nangang District,26.6,75.71428571428571,94.94,3,1,2,1,0,13500000.0,0.0,0,2019,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1113,Nangang District,26.6,75.71428571428571,94.94,1,1,1,1,0,19500000.0,0.0,0,2019,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1114,Xinyi District,17.15,79.0,159.47,3,2,2,1,1,25000000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1115,Nangang District,28.22,102.0,259.25,3,2,2,1,1,38000000.0,103.8,0,2019,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1116,Xinyi District,30.93,78.375,250.27,5,2,3,1,1,94200000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1117,Songshan District,3.69,95.0,33.86,1,1,1,1,1,9500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1118,Xinyi District,14.18,70.0,82.77,2,2,1,1,1,20000000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1119,shihlin,3974.93,0.0,0.0,0,0,0,1,0,33667600.0,0.0,0,2019,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1120,shihlin,21.4,0.0,0.0,0,0,0,1,0,1067550.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1121,shihlin,0.28,100.0,36.22,0,0,0,1,1,2000000.0,36.22,2000000,2019,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1122,Beitou,5.26,0.0,26.44,0,0,0,1,1,800000.0,26.44,800000,2019,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1123,Beitou,0.29,93.0,40.88,0,0,0,1,1,2200000.0,0.0,2200000,2019,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1124,Beitou,23.64,73.0,116.84,3,2,2,1,1,13200000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1125,Beitou,25.75,84.0,76.84,2,1,1,1,0,9000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1126,shihlin,7.56,57.0,65.3,3,1,1,1,0,6000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1127,Beitou,22.38,108.0,94.63,2,1,1,1,1,14500000.0,0.0,0,2017,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1128,shihlin,77.0,63.0,135.86,4,3,3,1,0,42280000.0,0.0,0,2019,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1129,shihlin,20.13,93.0,108.03,1,2,2,1,1,27680000.0,37.73,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1130,shihlin,27.07,70.0,133.69,3,2,2,1,1,27680000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1131,shihlin,10.05,74.0,70.94999999999997,3,1,2,1,1,12000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1132,Beitou,17.43,92.0,227.27,4,2,2,1,1,44800000.0,0.0,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1133,shihlin,20.0,66.0,70.86,2,2,1,1,0,10650000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1134,shihlin,9.52,97.0,47.98,0,0,0,0,1,12350000.0,0.0,0,2019,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1135,shihlin,16.25,65.0,40.8,2,1,1,1,0,4500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1136,Daan District,9.72,82.1,50.99,1,1,1,1,0,5000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1137,Daan District,34.71,106.0,286.9,3,2,2,1,1,81280000.0,64.14,6000000,2019,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1138,Daan District,109.0,67.0,154.07,2,2,2,1,0,57500000.0,0.0,0,2019,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1139,Daan District,11.02,75.0,129.75,2,2,2,1,1,36000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1140,Daan District,57.98,107.0,488.94,3,2,3,1,1,331680000.0,66.14,11000000,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1141,Daan District,39.5,58.0,111.17,3,2,2,1,0,25500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1142,Wenshan District,12.72,96.0,120.44,2,2,1,1,1,16100000.0,42.9,2000000,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1143,Wenshan District,3.71,85.0,45.32,1,1,1,1,1,5300000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
