Index,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark,land,building,garage,Address,Agriculture,Other_x,Others,Quotient,work,For business,For commercial use,For work,Parking space,Resident,Residential business,See license_x,See other registration items_x,industrial use,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_x,Prestressed concrete construction,Reinforced concrete construction,See license_y,See other registration items_y,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Ground floor,Lifting machinery,Lifting plane,Not Applicable_y,Other_y,Ramp machinery,Ramp plane,Tower parking
688,31.05,81.0,128.44,3,2,2,1,1,25250000.0,196589.847399564,0.0,0,2019,10,1938.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
690,46.0,0.0,0.0,0,0,0,1,0,3497988.0,76043.21739130435,0.0,0,2019,11,2019.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
692,9.36,107.0,128.74,3,2,2,1,1,28800000.0,223706.69566568272,0.0,0,2019,11,1912.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
695,39.0,63.82352941176471,65.07,2,2,1,1,0,12500000.0,192100.81450745356,0.0,0,2019,10,1955.1764705882354,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
742,34.27,79.0,132.99,4,2,2,1,1,34680000.0,260771.48657793817,0.0,0,2019,10,1940.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
748,11.24,96.0,136.45,3,2,2,1,1,25750000.0,188713.81458409675,22.5,1200000,2019,9,1923.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
750,3.06,95.0,31.8,2,1,1,1,1,11100000.0,349056.6037735849,0.0,0,2019,7,1924.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,5.82,70.0,53.64,0,0,0,1,1,2200000.0,41014.168530947056,0.0,2200000,2019,9,1949.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802,38.0,77.0,188.21,3,2,2,1,0,33000000.0,175336.06078316775,0.0,0,2019,9,1942.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
805,15.13,68.0,117.68,3,2,2,1,1,25500000.0,216689.32698844324,0.0,0,2019,10,1951.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
806,4.12,97.0,41.91,1,1,1,1,0,8000000.0,190885.230255309,0.0,0,2019,10,1922.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
807,27.75,63.82352941176471,77.6,2,2,1,1,0,13500000.0,173969.07216494848,0.0,0,2019,10,1955.1764705882354,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
809,37.75,63.82352941176471,95.25,3,2,1,1,0,20500000.0,215223.09711286085,0.0,0,2019,9,1955.1764705882354,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
810,36.75,63.82352941176471,90.51,3,1,1,1,0,7500000.0,82863.77195889957,0.0,0,2019,10,1955.1764705882354,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
