district,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
7,13.04,Quotient,108.0,52.57,1,1,1,1,1,14280000.0,271637.81624500663,0.0,0,2019,12,1911.0,1,1,0
7,24.89,Quotient,69.0,127.0,3,2,2,1,0,24500000.0,192913.38582677164,0.0,0,2019,12,1950.0,3,1,0
3,10.55,Quotient,96.0,122.27,2,2,1,1,1,15600000.0,127586.48891796845,39.78,0,2019,12,1923.0,2,1,1
3,27.57,Quotient,70.0,114.73,3,2,2,1,0,12700000.0,110694.67445306374,0.0,0,2019,11,1949.0,1,1,0
7,37.94,Quotient,105.0,131.94,1,2,2,1,0,16500000.0,125056.8440200091,0.0,0,2019,12,1914.0,1,2,0
8,5.87,Quotient,71.0,41.06,1,1,1,1,1,2563425.0,62431.19824646857,0.0,0,2020,1,1949.0,1,1,0
8,10.24,Quotient,96.0,68.8,1,1,1,1,1,10300000.0,149709.3023255814,11.63,0,2020,1,1924.0,1,1,1
8,2.68,Quotient,71.0,33.76,1,0,1,1,1,4600000.0,136255.92417061608,0.0,0,2019,12,1948.0,2,1,0
9,7.91,Quotient,95.0,85.61,1,2,1,1,1,20680000.0,241560.56535451463,14.18,1490000,2019,12,1924.0,1,1,1
4,7.01,Quotient,101.0,81.98,2,2,1,1,1,18600000.0,226884.60600146372,0.0,0,2019,12,1918.0,1,1,0
9,25.74,Quotient,77.0,172.63000000000005,4,2,2,1,1,38000000.0,220123.96454845622,0.0,0,2019,12,1942.0,2,1,0
12,16.83,Quotient,61.0,80.18,0,2,1,1,0,56800000.0,708406.0863058119,0.0,0,2019,12,1958.0,1,1,0
12,10.37,Quotient,98.0,61.48,2,1,1,1,1,21880000.0,355888.09368900454,0.0,0,2019,11,1921.0,1,1,0
9,2.12,Quotient,72.0,26.78,1,0,1,1,1,5500000.0,205377.14712471992,0.0,0,2019,12,1947.0,1,1,0
9,4.86,Quotient,78.0,45.83,1,1,1,1,1,8000000.0,174558.14968361336,0.0,0,2019,12,1941.0,1,1,0
12,4.59,Quotient,93.0,40.74,2,1,1,1,1,11388888.0,279550.51546391763,0.0,0,2019,12,1926.0,2,1,0
10,4.73,Quotient,83.0,42.45,1,0,1,1,1,9790000.0,230624.2638398115,0.0,0,2019,12,1936.0,1,1,0
10,14.75,Quotient,99.0,151.79,3,2,2,1,1,50300000.0,331378.8787140128,11.03,2500000,2019,11,1920.0,2,1,1
5,15.0,Quotient,106.0,193.56,3,2,2,1,1,38000000.0,196321.55404009094,42.33,2900000,2019,12,1913.0,2,1,1
2,51.83,Quotient,76.0,294.74,9,0,9,1,1,41800000.0,141819.90907240278,0.0,0,2019,12,1943.0,1,1,0
2,14.67,Quotient,100.0,200.61,3,2,2,1,1,31180000.0,155425.95084990776,40.77,2500000,2019,12,1919.0,1,1,1
10,35.33,Quotient,104.0,384.98,3,2,4,1,1,143880000.0,373733.7004519715,69.02,6000000,2019,12,1915.0,1,1,2
8,3.31,Quotient,69.0,44.51000000000001,0,0,0,0,1,5980000.0,134351.83104920242,0.0,0,2020,1,1951.0,1,1,0
8,23.0,Quotient,65.0,92.95,0,1,1,1,0,21500000.0,231307.1543840775,0.0,0,2019,12,1954.0,1,1,0
8,11.3,Quotient,96.0,46.7,1,1,1,1,1,10000000.0,214132.76231263386,0.0,0,2019,12,1923.0,1,1,0
12,2.43,Quotient,78.0,32.08,1,1,1,1,1,8230000.0,256546.13466334165,0.0,0,2019,11,1941.0,2,1,0
7,8.08,Quotient,65.0,45.53,1,1,1,1,1,8180000.0,179661.76147594993,0.0,0,2019,12,1954.0,2,1,0
7,16.43,Quotient,68.0,122.18,3,2,2,1,1,6600000.0,54018.66099197905,0.0,0,2020,1,1952.0,1,1,0
8,4.7,Quotient,92.0,63.89,1,1,1,1,1,10000000.0,156519.01706057286,19.78,0,2019,12,1927.0,1,1,1
8,20.27,Quotient,72.0,130.82999999999998,0,0,1,1,0,19380000.0,148131.16257739053,0.0,0,2019,12,1947.0,1,1,0
6,25.03,Quotient,72.0,120.88,0,0,0,0,0,19000000.0,157180.67504963602,0.0,0,2019,12,1947.0,1,1,0
6,21.19,Quotient,72.0,102.06,0,0,0,0,0,34500000.0,338036.44914756017,0.0,0,2019,12,1947.0,1,3,0
8,3.69,Quotient,99.0,41.98,1,1,1,1,1,11350000.0,270366.84135302523,0.0,0,2020,1,1921.0,1,1,0
8,96.0,Quotient,0.0,283.5,0,0,0,0,0,87000000.0,306878.3068783069,0.0,0,2019,11,2019.0,1,1,0
8,5.65,Quotient,70.0,68.22,2,1,1,1,1,8990000.0,131779.5367927294,0.0,0,2019,12,1949.0,2,1,0
8,9.43,Quotient,105.0,68.69,2,1,1,1,1,18580000.0,270490.6099868977,0.0,0,2019,12,1914.0,1,1,0
11,14.14,Quotient,79.0,115.73,3,2,2,1,1,19900000.0,171951.95714162273,0.0,0,2019,12,1940.0,1,1,0
9,3.12,Quotient,81.0,39.27,0,1,1,1,0,6800000.0,173160.17316017314,0.0,0,2019,12,1938.0,1,1,0
4,18.57,Quotient,106.0,250.61,4,2,2,1,1,48000000.0,191532.66030884642,38.65,0,2019,12,1913.0,1,1,1
4,21.04,Quotient,72.5,68.08,2,1,1,1,0,11200000.0,164512.3384253819,0.0,0,2019,12,1946.5,1,1,0
2,19.64,Quotient,108.0,281.9,2,2,2,1,1,45660000.0,161972.3306136928,83.02,4900000,2019,12,1911.0,2,1,2
2,12.65,Quotient,80.0,132.29,3,2,2,1,1,19680000.0,148764.07891752967,0.0,0,2020,1,1940.0,1,1,0
10,41.67,Quotient,76.0,153.59,2,2,2,1,0,37000000.0,240901.10033205285,0.0,0,2019,10,1943.0,2,1,0
2,3.66,Quotient,69.0,34.71,1,1,1,1,1,3800000.0,109478.53644482857,0.0,0,2020,1,1951.0,1,1,0
10,3.87,Quotient,97.0,51.23,1,1,1,1,1,11300000.0,220573.88249072808,0.0,0,2019,12,1922.0,1,1,0
1,11.54,Quotient,85.0,37.43,1,1,1,1,1,6500000.0,173657.49398877905,0.0,0,2020,1,1935.0,2,1,0
10,153.0,Quotient,55.0,686.95,17,1,5,1,0,263800000.0,384016.3039522527,0.0,0,2019,11,1964.0,2,1,0
2,13.02,Quotient,67.0,95.49,3,1,2,1,1,15100000.0,158131.74154361713,0.0,0,2019,12,1952.0,3,1,0
2,16.57,Quotient,65.0,116.21,3,2,1,1,0,12750000.0,109715.170811462,0.0,0,2019,12,1954.0,2,1,0
5,5.21,Quotient,100.0,60.59,1,1,1,1,1,13980000.0,230731.1437530946,0.0,0,2019,12,1919.0,1,1,1
5,1.02,Quotient,0.0,79.14,0,0,0,1,1,3900000.0,49279.757391963605,79.14,3900000,2019,12,2019.0,0,0,2
11,3.95,Quotient,78.0,44.67,1,1,1,1,1,11200000.0,250727.55764495183,0.0,0,2019,12,1941.0,1,1,0
8,2.86,Quotient,71.0,32.36,0,0,0,0,1,4600000.0,142150.80346106304,0.0,0,2020,1,1949.0,3,1,0
8,13.89,Quotient,73.0,52.61,1,1,1,1,1,7300000.0,138756.89032503325,0.0,0,2020,1,1947.0,1,1,0
8,36.25,Quotient,55.0,120.42,3,2,2,1,0,25600000.0,212589.27088523505,0.0,0,2019,12,1964.0,1,1,0
8,18.72,Quotient,108.0,222.28,3,2,3,1,1,69400000.0,312218.8231059925,0.0,0,2019,12,1911.0,1,1,0
6,0.0,Quotient,98.0,18.74,0,0,0,1,1,660000.0,35218.7833511206,18.74,660000,2020,1,1922.0,0,0,1
6,27.74,Quotient,84.0,157.59,3,2,2,1,1,25000000.0,158639.50758296845,0.0,0,2019,12,1935.0,1,1,0
6,8.96,Quotient,68.0,44.2,3,2,1,1,0,4930000.0,111538.46153846152,0.0,0,2019,12,1951.0,1,1,0
8,5.02,Quotient,70.0,31.84,1,1,1,1,0,5000000.0,157035.175879397,0.0,0,2019,12,1949.0,1,1,0
7,23.5,Quotient,89.0,161.18,3,2,2,1,1,30000000.0,186127.31108077927,0.0,0,2019,12,1930.0,2,1,1
12,10.23,Quotient,0.0,61.93,0,0,0,0,0,10650547.0,171977.183917326,0.0,0,2020,1,2020.0,4,1,0
12,20.47,Quotient,0.0,123.87,0,0,0,0,0,21301093.0,171963.29216113663,0.0,0,2020,1,2020.0,4,1,0
8,18.99,Quotient,106.0,239.51,3,2,2,1,1,82180000.0,343117.19761179073,40.97,3500000,2019,11,1913.0,3,1,1
6,42.77,Quotient,96.0,204.59,4,2,2,1,1,35880000.0,175375.14052495235,36.78,2500000,2019,12,1923.0,1,1,1
8,12.71,Quotient,96.0,105.48,0,1,1,1,1,46080000.0,436860.0682593857,0.0,0,2019,12,1923.0,1,1,0
2,4.49,Quotient,96.0,52.2,3,1,1,1,1,10500000.0,201149.42528735628,0.0,0,2019,12,1923.0,1,1,0
1,40.21,Quotient,0.0,107.43,5,2,2,1,0,16000000.0,148934.18970492412,0.0,0,2020,1,2020.0,2,1,0
9,17.28,Quotient,72.0,117.35,3,2,2,1,1,25000000.0,213037.92074989353,0.0,0,2019,12,1947.0,1,1,0
11,28.24,Quotient,73.0,120.0,5,0,5,1,0,19500000.0,162500.0,0.0,0,2019,12,1946.0,2,1,0
12,2.45,Quotient,72.0,22.89,0,0,0,0,1,6250000.0,273044.99781564,0.0,0,2019,12,1947.0,2,1,0
7,31.43,Quotient,73.0,172.95000000000005,3,2,2,1,1,42180000.0,243885.51604509968,0.0,0,2019,12,1946.0,1,1,0
7,7.56,Quotient,57.0,65.3,3,1,1,1,0,6000000.0,91883.61408882085,0.0,0,2020,2,1963.0,2,1,0
7,38.25,Quotient,63.0,99.96,6,0,6,1,0,18660000.0,186674.66986794717,0.0,0,2019,12,1956.0,1,1,0
8,4.88,Quotient,67.0,47.04,1,1,1,1,1,8000000.0,170068.02721088435,0.0,0,2019,12,1952.0,1,1,0
8,0.25,Quotient,96.0,6.65,0,0,0,1,1,608000.0,91428.57142857142,6.65,608000,2020,1,1924.0,0,0,1
8,19.4,Quotient,67.0,110.63,2,1,2,1,0,20680000.0,186929.40432070868,0.0,0,2020,1,1953.0,3,1,0
6,8.63,Quotient,84.0,84.44,2,1,1,1,1,10200000.0,120795.83135954525,43.13,0,2019,12,1935.0,1,1,1
8,30.32,Quotient,79.0,205.29,5,2,3,1,1,34650000.0,168785.62034195528,0.0,0,2019,10,1940.0,1,1,1
4,30.92,Quotient,72.5,99.49,0,0,0,0,0,17500000.0,175897.07508292288,0.0,0,2019,12,1946.5,1,1,0
4,33.0,Quotient,0.0,103.95,4,2,2,1,0,17220000.0,165656.56565656565,0.0,0,2020,1,2020.0,1,1,0
9,5.02,Quotient,95.0,64.97,2,2,2,1,1,20500000.0,315530.2447283361,0.0,0,2020,1,1925.0,3,1,0
10,5.35,Quotient,107.0,48.43,1,1,1,1,1,19900000.0,410902.3332645055,0.0,0,2019,12,1912.0,12,1,0
2,13.77,Quotient,80.0,171.98999999999995,3,2,2,1,1,22800000.0,132565.84685156116,0.0,0,2020,1,1940.0,1,1,1
2,13.25,Quotient,106.0,183.77,4,2,2,1,1,35650000.0,193992.4906132666,27.87,0,2019,12,1913.0,1,1,1
5,2.21,Quotient,77.0,30.41,1,0,1,1,1,5500000.0,180861.5586977968,0.0,0,2019,12,1942.0,1,1,0
5,25.17,Quotient,0.0,94.3,2,2,2,1,0,15060000.0,159703.0752916225,0.0,0,2019,12,2019.0,1,1,0
10,11.24,Quotient,63.0,97.85,2,1,0,1,1,18000000.0,183955.03321410326,0.0,0,2020,2,1957.0,2,1,0
10,11.05,Quotient,85.0,103.92,2,2,2,1,1,20000000.0,192455.7351809084,0.0,0,2019,12,1934.0,3,1,0
10,20.51,Quotient,0.0,52.85,3,1,1,1,0,9000000.0,170293.2828760643,0.0,0,2020,1,2020.0,4,1,0
7,5.19,Quotient,90.0,23.27,1,1,1,1,1,3380000.0,145251.3966480447,0.0,0,2019,12,1929.0,1,1,0
7,25.0,Quotient,67.0,88.0,2,1,2,1,0,18300000.0,207954.54545454547,0.0,0,2019,10,1952.0,2,1,0
12,54.0,Quotient,54.0,122.22,3,2,2,1,0,27500000.0,225004.0909834724,0.0,0,2019,12,1965.0,1,1,0
11,10.49,Quotient,73.0,136.11,3,2,2,1,1,33760000.0,248034.67783410478,0.0,0,2019,11,1946.0,10,1,0
