Index,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark,land,building,garage,Address,Agriculture,Other_x,Others,Quotient,work,For business,For commercial use,For work,Parking space,Resident,Residential business,See license_x,See other registration items_x,industrial use,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_x,Prestressed concrete construction,Reinforced concrete construction,See license_y,See other registration items_y,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Ground floor,Lifting machinery,Lifting plane,Not Applicable_y,Other_y,Ramp machinery,Ramp plane,Tower parking
401,2.64,0.0,0.0,0,0,0,1,0,1557270.0,589875.0,0.0,0,2019,11,2019.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,5.45,0.0,0.0,0,0,0,1,0,3216525.0,590188.0733944954,0.0,0,2019,11,2019.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
403,35.13,0.0,0.0,0,0,0,1,0,20720895.0,589834.756618275,0.0,0,2019,11,2019.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
404,146.46,0.0,0.0,0,0,0,1,0,86394945.0,589887.6485047111,0.0,0,2019,11,2019.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
405,33.07,0.0,0.0,0,0,0,1,0,19506045.0,589841.0946477171,0.0,0,2019,11,2019.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,33.07,0.0,0.0,0,0,0,1,0,19506045.0,589841.0946477171,0.0,0,2019,11,2019.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
407,0.0,57.0,175.46,0,0,0,0,0,2203923.0,12560.828678901173,0.0,0,2019,11,1962.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
408,994.49,0.0,0.0,0,0,0,1,0,586623960.0,589874.1666582872,0.0,0,2019,11,2019.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,73.51,85.0,128.67000000000002,3,2,2,1,1,16300000.0,126680.6559415559,13.66,0,2019,10,1934.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,17.16,106.0,87.69,2,1,1,1,1,13800000.0,157372.5624358536,0.0,0,2019,9,1913.0,16,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
412,20.52,106.0,107.37,2,2,1,1,1,17800000.0,165781.87575672907,0.0,0,2019,10,1913.0,16,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
413,57.33,100.0,208.53,4,2,2,1,1,33580000.0,161031.98580539972,28.9,0,2019,9,1919.0,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,21.38,95.0,45.78,1,1,1,1,1,7700000.0,168195.71865443425,0.0,0,2019,10,1924.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,30.13,73.11428571428571,104.1,3,2,2,1,0,12500000.0,120076.84918347745,0.0,0,2019,10,1945.8857142857144,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,4.62,90.0,41.82,0,0,0,1,1,1640000.0,39215.68627450981,0.0,1640000,2019,10,1929.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,57.5,0.0,0.0,0,0,0,1,0,1229062.0,21374.991304347826,0.0,0,2019,10,2019.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420,24.63,84.0,144.5,3,2,2,1,1,18000000.0,124567.47404844289,33.39,0,2019,9,1935.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,29.48,69.0,105.69,4,0,3,1,1,14380000.0,136058.28365975968,0.0,0,2019,8,1950.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
422,26.57,107.0,130.0,2,2,1,1,1,23180000.0,178307.6923076923,26.62,1400000,2019,10,1912.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
423,7.68,84.0,39.23,0,0,0,1,1,1550000.0,39510.57863879683,39.23,1550000,2019,10,1935.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424,43.69,100.0,320.1,3,2,2,1,1,43750000.0,136676.03873789439,74.86,0,2019,10,1919.0,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,29.67,72.0,118.64,3,2,2,1,0,16300000.0,137390.42481456508,0.0,0,2019,9,1947.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
