district,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
12,24.51,Address,72.0,119.07,1,2,1,1,1,30880000.0,259343.2434702276,0.0,0,2019,4,1947.0,1,1,0
12,38.43,Address,94.0,194.9,4,2,2,1,1,54000000.0,277065.1616213443,0.0,0,2019,4,1925.0,1,1,1
3,38.72,Address,107.0,184.31,3,2,2,1,1,21680000.0,117627.9095002984,47.62,0,2019,4,1912.0,1,1,1
7,83.31,Address,100.0,541.05,4,2,5,1,1,118300000.0,218648.9233897052,0.0,0,2019,4,1919.0,1,1,5
3,22.54,Address,70.0,85.06,4,2,1,1,0,3280000.0,38561.0157535857,0.0,0,2019,4,1949.0,1,1,0
3,17.38,Address,94.0,103.21,1,1,1,1,1,19300000.0,186997.3839744211,0.0,0,2019,3,1925.0,1,1,1
3,41.45,Address,70.0,99.59,3,1,1,1,0,9500000.0,95391.10352445023,0.0,0,2019,4,1949.0,3,1,0
7,30.55,Address,68.0,81.26,3,1,2,1,0,17000000.0,209205.02092050208,0.0,0,2019,4,1951.0,4,1,0
3,26.12,Address,68.0,85.25,3,2,1,1,0,11750000.0,137829.91202346038,0.0,0,2019,4,1951.0,1,1,0
3,34.0,Address,59.0,76.92,4,2,2,1,0,17300000.0,224908.9963598544,0.0,0,2019,4,1960.0,1,1,0
3,36.27,Address,107.0,220.7,2,2,2,1,1,41720000.0,189034.88898957858,39.56,2900000,2019,4,1912.0,1,1,1
7,42.1,Address,70.0,157.85,3,2,2,1,0,25700000.0,162812.79695913842,0.0,0,2019,4,1949.0,1,1,0
7,31.32,Address,103.0,153.19,3,2,1,1,1,22200000.0,144918.07559240158,46.76,0,2019,3,1916.0,2,1,1
3,32.83,Address,101.0,262.20000000000005,4,2,2,1,1,33700000.0,128527.84134248664,0.0,0,2019,4,1918.0,1,1,2
7,99.38,Address,64.0,103.75,2,2,1,1,0,13800000.0,133012.0481927711,0.0,0,2019,4,1955.0,1,1,0
7,97.06,Address,65.0,103.75,3,2,2,1,0,4700000.0,45301.20481927711,0.0,0,2019,3,1954.0,1,1,0
9,22.02,Address,74.0,129.13,3,2,2,1,1,32800000.0,254007.58925114226,0.0,0,2019,4,1945.0,1,1,0
11,16.77,Address,82.0,236.11,0,0,0,0,1,46900000.0,198636.2288763712,45.02,0,2019,4,1937.0,1,1,1
9,0.48,Address,88.0,40.11,0,0,0,1,1,2500000.0,62328.59636000997,40.11,2500000,2019,4,1931.0,0,0,1
11,22.4,Address,77.0,90.27,3,2,1,1,0,13500000.0,149551.34596211367,0.0,0,2019,4,1942.0,1,1,0
9,43.54,Address,101.0,393.73,4,2,3,1,1,93415800.0,237258.52741726566,117.04,9000000,2019,4,1918.0,2,1,3
6,13.32,Address,73.0,40.22,3,2,1,1,0,4000000.0,99453.00845350572,0.0,0,2019,4,1946.0,1,1,0
6,30.2,Address,69.0,103.2,4,1,2,1,0,13500000.0,130813.95348837208,0.0,0,2019,4,1950.0,1,1,0
6,22.31,Address,73.0,80.41000000000003,3,1,1,1,1,14000000.0,174107.6980475065,0.0,0,2019,4,1946.0,1,2,0
6,29.73,Address,79.0,133.5,3,2,2,1,1,19880000.0,148913.85767790262,0.0,0,2019,4,1940.0,1,1,1
8,47.09,Address,89.0,155.53,3,2,2,1,1,29080000.0,186973.57423005207,0.0,0,2019,3,1930.0,1,1,0
6,19.63,Address,96.0,122.33,2,2,1,1,1,17160000.0,140276.30180658874,0.0,0,2019,4,1923.0,1,1,1
8,26.25,Address,58.0,79.85,3,2,1,1,0,12550000.0,157169.69317470258,0.0,0,2019,4,1961.0,2,1,0
6,11.87,Address,82.0,37.39,1,1,1,1,1,6000000.0,160470.7140946777,0.0,0,2019,4,1937.0,1,1,0
6,17.65,Address,86.0,55.93,1,1,1,1,1,3200000.0,57214.37511174683,0.0,0,2019,4,1933.0,1,1,0
6,27.58,Address,69.0,97.15,5,3,2,1,0,12800000.0,131755.01801338134,0.0,0,2019,4,1950.0,1,1,0
6,34.51,Address,72.0,92.63,2,1,2,1,1,17500000.0,188923.6748353665,0.0,0,2019,4,1947.0,1,1,0
8,198.0,Address,0.0,328.48,10,7,4,1,0,110580000.0,336641.50024354603,0.0,0,2019,3,2019.0,2,2,0
6,0.11,Address,101.0,18.02,0,0,0,1,1,1200000.0,66592.67480577137,18.01,1200000,2019,4,1918.0,0,0,1
6,53.26,Address,101.0,431.05,3,2,3,1,1,99000000.0,229671.73181765454,86.46,0,2019,4,1918.0,1,1,3
2,21.0,Address,70.0,74.33,2,2,1,1,0,6900000.0,92829.27485537466,0.0,0,2019,4,1949.0,1,1,0
2,24.0,Address,70.0,83.84,3,1,1,1,0,7600000.0,90648.85496183202,0.0,0,2019,4,1949.0,1,1,0
1,42.26,Address,83.0,155.0,3,2,2,1,1,19500000.0,125806.45161290324,0.0,0,2019,4,1936.0,1,1,1
1,46.4,Address,80.0,162.3,3,2,2,1,1,20200000.0,124460.87492298213,34.79,0,2019,4,1939.0,1,1,1
1,36.27,Address,103.0,226.08,3,2,2,1,1,27160000.0,120134.46567586696,70.32,0,2019,3,1916.0,1,1,1
1,36.25,Address,62.0625,88.22,0,1,1,1,0,17300000.0,196100.65744729087,0.0,0,2019,3,1956.9375,1,1,0
1,21.62,Address,89.0,85.66,2,2,1,1,0,10000000.0,116740.60238150829,0.0,0,2019,4,1930.0,1,1,0
1,35.11,Address,70.0,109.97,3,2,2,1,0,8025709.0,72980.89478948804,0.0,0,2019,3,1949.0,3,1,0
10,21.71,Address,63.0,141.41,3,2,1,1,0,23700000.0,167597.7653631285,0.0,0,2019,3,1956.0,1,1,0
10,10.96,Address,96.0,48.92,1,1,1,1,0,10600000.0,216680.29435813567,1.98,0,2019,4,1923.0,1,1,1
1,287.62,Address,0.0,0.0,0,0,0,1,1,134097255.0,466230.6341700856,0.0,0,2013,3,2013.0,1,0,0
1,35.8,Address,99.0,181.06,3,2,2,1,1,26500000.0,146360.3225450127,0.0,0,2019,4,1920.0,1,1,1
10,10.66,Address,56.0,34.63,0,0,1,1,0,10100000.0,291654.63470978924,0.0,0,2019,3,1963.0,1,1,0
1,36.8,Address,99.0,190.81,3,2,2,1,1,27800000.0,145694.6700906661,0.0,0,2019,4,1920.0,1,1,1
10,12.03,Address,105.0,73.83,0,0,0,0,0,11300000.0,153054.31396451307,25.61,0,2019,4,1914.0,1,1,1
1,39.83,Address,97.0,187.5,3,2,2,1,1,22360000.0,119253.33333333331,18.42,0,2019,4,1922.0,1,2,1
10,5.16,Address,71.0,40.76000000000001,0,0,0,1,1,2280000.0,55937.19332679097,40.76,2280000,2019,4,1948.0,0,0,1
10,5.16,Address,71.0,40.48,0,0,0,1,1,2280000.0,56324.110671936745,40.47,2280000,2019,4,1948.0,0,0,1
1,21.87,Address,83.0,74.49000000000002,2,2,1,1,0,10600000.0,142300.97999731507,0.0,0,2019,4,1936.0,1,1,0
1,32.69,Address,99.0,201.86,2,2,2,1,1,26300000.0,130288.31863667887,0.0,0,2019,4,1920.0,1,1,1
10,38.75,Address,61.72727272727273,81.67,3,2,1,1,0,20000000.0,244887.96375658136,0.0,0,2019,4,1957.2727272727273,2,1,0
2,21.35,Address,63.0,69.13,2,1,1,1,0,7000000.0,101258.49848112251,0.0,0,2019,4,1956.0,1,1,0
2,16.14,Address,70.0,76.05,3,2,2,1,0,8200000.0,107823.80013149245,0.0,0,2019,4,1949.0,1,1,0
2,12.46,Address,0.0,0.0,0,0,0,1,0,52278.0,4195.666131621188,0.0,0,2019,4,2019.0,4,0,0
2,16.78,Address,79.16666666666667,59.84,2,1,1,1,1,7800000.0,130347.5935828877,0.0,0,2019,4,1939.833333333333,1,1,0
2,36.34,Address,101.0,181.68,3,2,2,1,1,27200000.0,149713.78247468075,0.0,0,2019,4,1918.0,1,1,1
10,17.78,Address,80.0,72.07,2,1,1,1,0,16580000.0,230054.1140557791,0.0,0,2019,4,1939.0,2,2,0
10,53.75,Address,60.0,126.82,5,2,2,1,0,25660000.0,202334.01671660625,0.0,0,2019,4,1959.0,1,1,0
5,27.67,Address,56.0,70.54,2,1,1,1,0,7500000.0,106322.65381343916,0.0,0,2019,4,1963.0,1,1,0
6,91.31,Address,91.0,398.19,3,3,2,1,1,56500000.0,141892.06157864336,69.88,0,2019,4,1928.0,1,1,2
8,1.2,Address,65.0,16.84,0,0,0,1,0,2000000.0,118764.84560570073,16.84,2000000,2019,4,1954.0,0,0,1
8,32.75,Address,62.0,81.91,2,1,1,1,0,14800000.0,180686.11891099988,0.0,0,2019,4,1957.0,1,1,0
6,40.25,Address,66.0,91.35,4,0,4,1,0,13560000.0,148440.065681445,0.0,0,2019,4,1953.0,1,1,0
6,31.66,Address,70.0,90.25,3,2,1,1,0,10400000.0,115235.45706371193,0.0,0,2019,4,1949.0,2,1,0
8,18.32,Address,75.0,97.98,3,1,1,1,1,20150000.0,205654.21514594817,0.0,0,2019,4,1944.0,1,1,0
4,36.28,Address,63.4,84.3,2,1,1,1,0,11000000.0,130486.35824436536,0.0,0,2019,4,1955.6,1,1,0
11,19.6,Address,68.0,72.41,2,2,1,1,0,12800000.0,176771.16420383926,0.0,0,2019,4,1951.0,1,1,0
4,45.74,Address,99.0,215.55,3,2,2,1,1,42500000.0,197170.0301554164,56.42,0,2019,4,1920.0,1,1,2
11,18.14,Address,81.0,101.46,3,2,2,1,0,19000000.0,187265.91760299625,0.0,0,2019,4,1938.0,1,1,0
4,35.99,Address,105.0,290.35,4,2,2,1,1,41250000.0,142069.91561908042,77.82,0,2019,4,1914.0,1,1,2
11,49.79,Address,81.0,190.38,3,2,2,1,1,56600000.0,297300.1365689673,0.0,0,2019,4,1938.0,1,1,1
11,18.17,Address,65.0,89.82000000000002,2,2,2,1,1,21730000.0,241928.3010465375,0.0,0,2019,4,1954.0,1,1,0
9,43.75,Address,63.82352941176471,109.35,0,0,0,0,0,46000000.0,420667.5811614083,0.0,0,2019,3,1955.1764705882354,1,1,0
9,25.42,Address,69.0,132.82000000000002,3,2,2,1,0,30880000.0,232495.10615871102,0.0,0,2019,4,1950.0,1,1,0
11,26.13,Address,85.0,127.6,3,2,2,1,1,19200000.0,150470.21943573668,0.0,0,2019,4,1934.0,1,1,0
9,67.5,Address,63.82352941176471,119.55,3,2,1,1,0,31250000.0,261396.90506064412,0.0,0,2019,4,1955.1764705882354,1,1,0
3,8.9,Address,94.0,45.41,1,1,1,1,1,6530000.0,143800.9249064083,0.0,0,2019,3,1925.0,2,1,0
7,84.19,Address,77.0,277.66,4,2,3,1,1,43000000.0,154865.66304112945,0.0,0,2019,3,1942.0,1,1,0
3,66.91,Address,95.0,348.01,4,2,3,1,1,69960000.0,201028.7060716646,0.0,0,2019,4,1924.0,1,1,2
3,13.89,Address,104.0,78.36,1,1,1,1,1,14300000.0,182491.0668708525,21.92,0,2019,4,1915.0,1,1,1
3,46.76,Address,79.0,203.46,4,2,2,1,1,21500000.0,105671.87653592844,0.0,0,2019,4,1940.0,1,1,1
7,0.53,Address,97.0,44.93,0,0,0,1,1,2150000.0,47852.21455597597,44.93,2150000,2019,4,1922.0,0,0,1
3,20.94,Address,74.0,100.49,2,2,1,1,1,21700000.0,215941.8847646532,0.0,0,2019,4,1945.0,1,1,0
12,24.48,Address,84.0,90.25,2,2,1,1,0,25500000.0,282548.47645429365,24.68,0,2019,4,1935.0,1,1,1
12,45.75,Address,58.0,113.57,6,0,6,1,0,23350000.0,205600.07044113765,0.0,0,2019,4,1961.0,3,1,0
12,43.33,Address,87.0,64.87,2,1,1,1,0,16514032.0,254571.17311546172,0.0,0,2019,3,1932.0,2,1,0
10,74.4,Address,97.0,337.02,6,2,3,1,1,94500000.0,280398.78938935377,67.39,7000000,2019,3,1922.0,1,1,2
6,35.35,Address,72.0,108.83,4,2,3,1,1,15600000.0,143342.82826426538,0.0,0,2019,4,1947.0,1,1,0
8,20.23,Address,77.0,107.8,3,2,2,1,1,20300000.0,188311.68831168828,0.0,0,2019,4,1942.0,1,1,0
12,32.25,Address,58.92857142857143,90.11,4,3,2,1,0,16000000.0,177560.75907224504,0.0,0,2019,4,1960.071428571429,1,1,0
7,35.95,Address,100.0,204.78,3,2,2,1,1,42000000.0,205098.15411661292,43.79,3000000,2019,3,1919.0,1,1,1
7,22.14,Address,69.0,104.96,3,2,2,1,0,15100000.0,143864.32926829267,0.0,0,2019,4,1950.0,2,1,0
3,30.75,Address,63.0,92.93,3,2,2,1,0,12380000.0,133218.55159797694,0.0,0,2019,4,1956.0,1,1,0
7,34.06,Address,68.0,128.92,4,2,2,1,0,16120000.0,125038.78374185546,0.0,0,2019,4,1951.0,3,1,0
7,32.99,Address,0.0,0.0,0,0,0,1,0,1200000.0,36374.65898757199,0.0,0,2019,4,2019.0,1,0,0
9,10.29,Address,93.0,40.27,2,2,1,1,1,11500000.0,285572.38639185496,0.0,0,2019,4,1926.0,1,1,0
9,35.77,Address,68.0,178.88,4,2,2,1,1,31500000.0,176095.70661896246,28.28,0,2019,4,1951.0,5,1,1
12,12.01,Address,102.0,48.52,2,1,1,1,1,17300000.0,356553.9983511953,0.0,0,2019,4,1917.0,1,1,0
12,21.0,Address,82.0,131.49,3,2,1,1,1,35080000.0,266788.3489238725,0.0,0,2019,4,1937.0,2,1,2
8,8.76,Address,81.0,50.34,2,2,1,1,0,7800000.0,154946.36471990467,0.0,0,2019,4,1938.0,1,1,0
6,27.8,Address,69.0,101.08,3,2,2,1,0,14380000.0,142263.55362089435,0.0,0,2019,4,1950.0,1,1,0
10,8.63,Address,81.0,43.43,1,1,1,1,1,9080000.0,209072.06999769746,0.0,0,2019,4,1938.0,1,1,0
12,5.75,Address,72.0,37.33,1,1,1,1,1,9500000.0,254487.00776855077,0.0,0,2019,4,1947.0,1,1,0
12,26.1,Address,74.0,97.68,5,1,2,1,0,16800000.0,171990.17199017198,0.0,0,2019,4,1945.0,1,1,0
12,34.75,Address,58.92857142857143,95.8,3,2,1,1,0,22400000.0,233820.4592901879,0.0,0,2019,3,1960.071428571429,1,1,0
12,46.25,Address,58.0,128.48,3,2,2,1,0,29000000.0,225716.0647571607,0.0,0,2019,4,1961.0,1,1,0
12,14.58,Address,107.0,55.88,1,1,1,1,1,15580000.0,278811.7394416607,0.0,0,2015,2,1908.0,1,1,0
12,12.12,Address,74.0,64.02000000000001,2,2,1,1,0,18150000.0,283505.1546391752,0.0,0,2019,4,1945.0,1,1,0
7,41.42,Address,73.0,156.64,3,2,2,1,0,25000000.0,159601.63432073547,0.0,0,2019,4,1946.0,1,1,0
7,44.28,Address,89.0,223.92,4,2,2,1,0,41300000.0,184440.87173990716,0.0,0,2019,4,1930.0,2,1,2
3,8.56,Address,87.0,40.36,1,1,1,1,1,5700000.0,141228.93954410308,0.0,0,2019,4,1932.0,1,1,0
3,27.36,Address,106.0,396.91,0,0,0,0,1,89000000.0,224232.193696304,54.64,4000000,2019,3,1913.0,1,1,2
3,27.39,Address,106.0,399.32,0,0,0,0,1,89000000.0,222878.89412000397,56.74,4000000,2019,3,1913.0,1,1,2
7,363.76,Address,78.0,394.91,7,5,4,1,0,42000000.0,106353.34633207567,0.0,0,2019,4,1941.0,2,1,0
3,74.0,Address,57.0,113.1,4,2,2,1,0,12000000.0,106100.79575596818,0.0,0,2019,4,1962.0,2,1,0
3,27.28,Address,106.0,139.75,3,2,2,1,1,28230000.0,202003.5778175313,0.0,0,2019,3,1913.0,1,1,0
7,14.45,Address,74.0,56.32,2,2,2,1,0,8000000.0,142045.45454545456,0.0,0,2019,4,1945.0,1,1,0
3,58.93,Address,96.0,223.06,3,2,2,1,1,34000000.0,152425.35640634806,0.0,0,2019,4,1923.0,1,1,1
4,22.38,Address,97.0,79.02000000000002,2,1,1,1,1,13800000.0,174639.33181473042,0.0,0,2019,4,1922.0,1,1,0
11,28.33,Address,76.0,112.37,8,0,8,1,0,14850000.0,132152.70979798882,0.0,0,2019,4,1943.0,2,1,0
4,1.92,Address,99.0,25.16,0,0,0,1,1,2400000.0,95389.50715421305,25.16,2400000,2019,4,1920.0,0,0,1
4,31.03,Address,105.0,258.3,3,2,2,1,1,36000000.0,139372.82229965154,77.82,0,2019,4,1914.0,1,1,2
9,0.21,Address,106.0,24.96,0,0,0,1,1,2150000.0,86137.82051282053,24.96,2150000,2019,4,1913.0,0,0,1
11,246.0,Address,0.0,0.0,0,0,0,1,0,61500000.0,250000.0,0.0,0,2019,4,2019.0,3,0,0
11,18.69,Address,106.0,145.49,2,2,1,1,1,22620000.0,155474.60306550274,41.16,2250000,2019,2,1913.0,4,1,1
9,62.88,Address,63.0,145.44,4,2,1,1,0,35300000.0,242711.77117711768,0.0,0,2019,4,1956.0,1,1,0
11,32.0,Address,62.325,86.4,4,1,2,1,0,15200000.0,175925.92592592593,0.0,0,2019,2,1956.675,1,1,0
4,2004.18,Address,0.0,0.0,0,0,0,1,0,640577673.0,319620.828967458,0.0,0,2019,4,2019.0,2,0,0
4,37.68,Address,98.0,126.77,2,2,1,1,1,19080000.0,150508.7954563383,40.14,0,2019,4,1921.0,1,1,1
4,8.85,Address,104.0,96.3,3,1,2,1,1,16200000.0,168224.29906542058,16.88,0,2019,4,1915.0,2,1,1
9,28.72,Address,68.0,145.76,3,2,2,1,1,27200000.0,186608.1229418222,0.0,0,2019,4,1951.0,1,1,0
9,56.63,Address,71.0,140.75,3,2,2,1,0,29000000.0,206039.07637655415,0.0,0,2019,4,1948.0,1,1,0
6,58.98,Address,78.0,234.25,4,2,3,1,1,36000000.0,153681.9637139808,32.49,1500000,2019,4,1941.0,1,3,1
6,12.2,Address,108.0,76.41,2,1,1,1,1,14500000.0,189765.73746891765,0.0,0,2019,4,1911.0,1,1,0
6,38.94,Address,68.0,96.09,3,2,2,1,0,10300000.0,107191.17494016026,0.0,0,2019,2,1951.0,2,1,0
6,17.45,Address,68.0,40.07,1,1,1,1,0,7300000.0,182181.1829298727,0.0,0,2019,4,1951.0,2,1,0
8,53.86,Address,72.0,243.26,0,0,3,1,1,58000000.0,238428.01940310773,0.0,0,2019,4,1947.0,1,2,0
6,38.27,Address,74.0,105.13,3,2,1,1,0,13660000.0,129934.3669742224,0.0,0,2019,4,1945.0,1,1,0
8,0.55,Address,89.0,47.61,0,0,0,1,1,2300000.0,48309.178743961354,47.61,2300000,2019,4,1930.0,0,0,1
6,19.79,Address,85.0,69.77000000000001,2,2,1,1,1,8420000.0,120682.24165113945,0.0,0,2019,3,1934.0,1,1,0
10,16.72,Address,73.0,111.19,2,2,3,1,0,21500000.0,193362.7124741433,0.0,0,2019,4,1946.0,1,1,0
1,25.23,Address,71.0,95.31,13,1,13,1,0,14000000.0,146889.0987304585,0.0,0,2019,4,1948.0,2,1,0
1,33.05,Address,77.0,94.3,3,2,1,1,0,10800000.0,114528.10180275716,0.0,0,2019,4,1942.0,1,1,0
1,28.43,Address,88.0,111.97,3,2,2,1,1,17270000.0,154237.74225238906,0.0,0,2019,4,1931.0,1,1,0
1,54.81,Address,108.0,247.47000000000003,3,2,2,1,1,40000000.0,161635.7538287469,44.66,2000000,2019,3,1911.0,1,1,1
1,182.3,Address,84.0,857.91,24,0,0,1,1,25300000.0,29490.27287244583,0.0,0,2019,4,1935.0,1,1,0
1,65.66,Address,107.0,160.52999999999997,2,2,2,1,1,24500000.0,152619.44807824085,27.88,1300000,2019,4,1912.0,1,1,1
1,32.25,Address,0.0,77.79,0,0,0,0,0,12000000.0,154261.47319706902,0.0,0,2019,4,2019.0,1,1,0
2,32.08,Address,86.0,183.25,4,2,2,1,1,20500000.0,111869.03137789904,0.0,0,2019,3,1933.0,2,1,0
5,0.02,Address,99.0,20.79,0,0,0,1,1,1600000.0,76960.07696007696,20.8,1600000,2019,4,1920.0,0,0,1
5,48.67,Address,56.0,143.04,4,2,2,1,0,18000000.0,125838.92617449664,0.0,0,2019,4,1963.0,1,1,0
2,47.75,Address,102.0,184.56,3,2,2,1,1,28500000.0,154421.3263979194,0.0,0,2019,4,1917.0,1,1,1
6,19.24,Address,69.0,60.02,3,1,2,1,0,9036000.0,150549.8167277574,0.0,0,2019,4,1950.0,4,1,0
8,4.31,Address,66.0,27.0,1,1,1,1,1,4500000.0,166666.66666666663,0.0,0,2019,4,1953.0,1,1,0
6,25.88,Address,73.0,105.7,3,2,2,1,0,16000000.0,151371.80700094608,0.0,0,2019,4,1946.0,3,1,0
6,78.76,Address,97.0,410.75,4,3,3,1,1,90880000.0,221253.80401704198,0.0,9000000,2019,3,1922.0,1,1,3
8,19.81,Address,74.0,106.36,3,2,2,1,0,17180000.0,161526.88980819858,0.0,0,2019,4,1945.0,1,1,0
6,22.18,Address,70.0,131.95,3,2,2,1,1,19150000.0,145130.7313376279,0.0,0,2019,4,1949.0,2,1,0
8,47.09,Address,89.0,155.69,3,2,2,1,1,23400000.0,150298.67043483845,0.0,0,2019,4,1930.0,1,1,1
6,31.48,Address,70.0,124.47,2,2,2,1,0,10500000.0,84357.67654856593,0.0,0,2019,4,1949.0,3,1,0
6,0.37,Address,83.0,30.56,0,0,0,1,1,1880000.0,61518.32460732984,30.57,1880000,2019,4,1936.0,0,0,1
9,48.36,Address,95.0,224.58,4,2,2,1,1,40000000.0,178110.25024490157,0.0,0,2019,4,1924.0,1,1,1
11,45.25,Address,58.0,102.35,3,2,2,1,0,28060000.0,274157.3033707865,0.0,0,2019,2,1961.0,2,1,0
11,29.75,Address,62.325,73.97,0,0,0,0,0,16000000.0,216303.90698932,0.0,0,2019,4,1956.675,1,1,0
11,21.8,Address,73.25,87.74,4,2,2,1,0,13200000.0,150444.4950991566,0.0,0,2019,3,1945.75,1,1,0
11,32.0,Address,60.0,90.93,3,2,1,1,0,17700000.0,194655.22929726163,0.0,0,2019,4,1959.0,1,1,0
11,4.97,Address,93.0,33.7,1,1,1,1,1,12000000.0,356083.0860534124,0.0,0,2019,4,1926.0,3,1,0
11,35.25,Address,62.325,104.88,3,2,1,1,0,14500000.0,138253.24180015255,0.0,0,2019,4,1956.675,1,1,0
3,33.33,Address,62.0,82.41,3,2,1,1,0,10160000.0,123286.00897949279,0.0,0,2019,4,1957.0,1,1,0
3,73.0,Address,0.0,0.0,0,0,0,1,0,8800000.0,120547.94520547945,0.0,0,2019,4,2019.0,2,0,0
7,43.92,Address,100.0,248.82,4,2,3,1,1,28980000.0,116469.73715939233,36.22,2000000,2019,4,1919.0,1,1,1
3,31.93,Address,108.0,295.11,3,2,2,1,1,51240000.0,173630.17180034562,76.34,4150000,2015,2,1907.0,1,1,2
3,23.15,Address,108.0,196.86,1,2,1,1,1,34090000.0,173168.74936503096,38.17,2000000,2015,2,1907.0,1,1,1
3,24.36,Address,108.0,205.22,3,2,2,1,1,30500000.0,148620.99210603256,38.17,1950000,2015,3,1907.0,1,1,1
7,731.15,Address,58.0,339.24,3,2,2,1,0,125000000.0,368470.6992099988,0.0,0,2019,4,1961.0,3,1,0
7,36.13,Address,75.0,105.15,3,2,2,1,0,10397000.0,98877.79362815025,0.0,0,2019,4,1944.0,1,1,0
12,32.8,Address,73.0,113.73,3,2,2,1,0,29000000.0,254989.8883320144,0.0,0,2019,3,1946.0,1,1,0
12,33.37,Address,58.92857142857143,76.54,3,2,1,1,0,19300000.0,252155.73556310424,0.0,0,2019,4,1960.071428571429,1,1,0
12,8.96,Address,101.0,68.62,1,1,1,1,1,15680000.0,228504.80909355872,20.06,0,2019,4,1918.0,1,1,1
1,0.03,Address,73.0,0.13,3,2,2,1,1,13820.0,106307.6923076923,0.0,0,2019,4,1946.0,1,1,0
1,149.94,Address,107.0,227.4,4,2,2,1,1,35660000.0,156816.182937555,35.02,2500000,2019,3,1912.0,1,1,1
1,51.14,Address,71.0,105.39,3,2,2,1,1,10680000.0,101337.8878451466,0.0,0,2019,4,1948.0,2,1,0
2,26.25,Address,66.0,80.65,1,0,1,1,0,8350000.0,103533.78797272164,0.0,0,2019,3,1953.0,1,1,0
8,57.0,Address,61.0,168.26,5,2,3,1,0,24250000.0,144122.1918459527,0.0,0,2019,4,1958.0,1,1,0
12,27.15,Address,65.0,125.51,3,2,2,1,0,33680000.0,268345.1517807346,0.0,0,2019,4,1954.0,1,1,0
9,21.49,Address,103.0,133.9,3,2,1,1,1,36200000.0,270351.0082150859,23.48,2000000,2019,4,1916.0,1,1,1
4,19.21,Address,97.0,97.48,0,2,1,1,1,20880000.0,214197.7841608535,0.0,2600000,2019,4,1922.0,1,2,2
7,30.79,Address,97.0,178.56,0,0,0,0,1,43230000.0,242103.4946236559,0.0,0,2019,4,1922.0,2,1,0
7,0.68,Address,97.0,61.48,0,0,0,1,1,1750000.0,28464.54131424853,61.48,1750000,2019,4,1922.0,0,0,1
7,56.33,Address,76.0,61.34,2,2,2,1,0,15000000.0,244538.6371046625,0.0,0,2018,4,1942.0,1,1,0
3,9.4,Address,93.0,48.51,3,1,2,1,1,5500000.0,113378.68480725626,0.0,0,2019,4,1926.0,1,1,0
9,27.68,Address,106.0,194.27,4,2,2,1,1,43090000.0,221804.70479229942,29.17,3000000,2019,4,1913.0,1,1,1
11,27.38,Address,68.0,97.31,3,2,2,1,0,17000000.0,174699.41424314046,0.0,0,2019,4,1951.0,1,1,0
6,29.43,Address,70.0,102.1,3,2,1,1,0,10800000.0,105778.64838393732,0.0,0,2019,4,1949.0,1,1,0
6,14.06,Address,87.0,131.13,3,2,1,1,1,17000000.0,129642.33966292992,0.0,2000000,2019,4,1932.0,2,1,1
6,32.1,Address,76.0,112.07,4,2,2,1,0,17800000.0,158829.3031141251,0.0,0,2019,3,1943.0,1,1,0
6,52.31,Address,71.0,369.38,5,2,4,1,1,80580000.0,218149.33131192808,39.47,3500000,2019,3,1948.0,2,1,1
6,15.78,Address,84.0,69.99,2,2,1,1,1,14900000.0,212887.55536505216,0.0,0,2019,4,1935.0,1,1,0
2,10.38,Address,57.0,28.05,2,1,1,1,0,3700000.0,131907.3083778966,0.0,0,2019,4,1962.0,4,1,0
1,46.38,Address,78.0,129.78,2,2,1,1,0,11030000.0,84989.98304823547,0.0,0,2019,3,1941.0,1,1,0
12,56.39,Address,88.0,465.87,0,0,0,0,1,108403738.0,232690.9609977032,0.0,0,2019,4,1931.0,3,1,2
12,29.17,Address,0.0,0.0,0,0,0,1,0,17848780.0,611888.2413438464,0.0,0,2019,4,2019.0,2,0,0
12,11.08,Address,74.0,68.05,0,0,0,0,0,14300000.0,210139.60323291694,0.0,0,2019,4,1945.0,1,1,0
3,27.92,Address,56.0,73.71,0,1,1,1,0,10600000.0,143806.81047347715,0.0,0,2019,4,1963.0,3,1,0
3,22.1,Address,71.0,93.28,2,2,1,1,1,9700000.0,103987.99313893654,0.0,0,2019,4,1948.0,1,1,0
3,35.72,Address,105.0,215.08,4,2,2,1,1,35500000.0,165054.8633066766,38.2,0,2019,4,1914.0,1,1,1
3,22.16,Address,0.0,0.0,0,0,0,1,0,10000000.0,451263.5379061372,0.0,0,2019,4,2019.0,1,0,0
7,31.2,Address,69.0,118.89,3,2,1,1,0,11500000.0,96728.06796198168,0.0,0,2019,4,1950.0,2,1,0
7,45.57,Address,99.0,271.18,4,2,2,1,1,62000000.0,228630.42997271183,0.0,0,2019,4,1920.0,1,1,1
3,33.57,Address,71.0,106.58,3,2,2,1,0,9580000.0,89885.53199474572,0.0,0,2019,4,1948.0,2,1,0
3,11.12,Address,87.0,48.06,1,1,1,1,1,8000000.0,166458.59342488553,0.0,0,2019,4,1932.0,1,1,0
7,26.25,Address,59.0,95.4,3,2,2,1,0,13680000.0,143396.22641509437,0.0,0,2019,4,1960.0,1,1,0
