Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
654,5.94,Quotient,108.0,60.65,2,1,1,1,1,17350000.0,286067.60098928283,0.0,0,2019,4,1911.0,2,1,0
655,5.89,Quotient,71.0,62.51000000000001,3,1,2,1,1,6000000.0,95984.64245720684,0.0,0,2019,4,1948.0,1,1,0
656,33.0,Address,70.5909090909091,117.47,2,2,1,1,0,16000000.0,136204.98850770408,0.0,0,2019,4,1948.409090909091,1,1,0
657,5.72,Quotient,108.0,57.86,1,1,1,1,1,17420000.0,301071.55202212237,0.0,0,2019,4,1911.0,2,1,0
658,8.13,Quotient,108.0,81.84,2,1,1,1,1,25160000.0,307429.13000977517,0.0,0,2019,4,1911.0,2,1,0
659,8.24,Quotient,108.0,95.77,2,1,1,1,1,28200000.0,294455.46622115484,13.93,2300000,2019,4,1911.0,2,1,1
660,6.89,Quotient,108.0,69.9,2,1,1,1,1,20200000.0,288984.26323319017,0.0,0,2019,4,1911.0,2,1,0
661,7.62,Quotient,108.0,76.96000000000002,2,1,1,1,1,24500000.0,318347.1933471933,0.0,0,2019,4,1911.0,2,1,0
662,5.94,Quotient,108.0,60.65,2,1,1,1,1,17000000.0,280296.7848309975,0.0,0,2019,4,1911.0,2,1,0
663,7.01,Quotient,108.0,83.83000000000001,2,1,1,1,1,22500000.0,268400.33400930447,13.93,2100000,2019,4,1911.0,2,1,1
668,22.85,Quotient,63.0,191.32,0,0,0,0,1,42500000.0,222140.91574325736,0.0,0,2019,3,1956.0,4,1,0
670,0.5,Quotient,70.0,10.38,0,0,0,0,1,1004800.0,96801.54142581891,0.0,0,2019,4,1949.0,1,1,0
723,9.98,Quotient,74.0,103.54,3,2,2,1,1,18050000.0,174328.76183117638,0.0,0,2019,3,1945.0,3,1,0
727,38.5,Address,65.0,152.79,5,2,2,1,0,40000000.0,261797.2380391387,0.0,0,2019,3,1954.0,1,1,0
763,28.92,Address,73.0,136.64,3,2,2,1,0,35500000.0,259806.79156908664,0.0,0,2019,4,1946.0,2,1,0
765,3.8,Quotient,94.0,36.28,1,1,1,1,1,10500000.0,289415.65600882034,0.0,0,2019,4,1925.0,1,1,0
833,147.0,Quotient,0.0,314.22,8,3,7,1,0,155660000.0,495385.3987651963,0.0,0,2019,3,2019.0,2,2,0
839,17.95,Quotient,106.0,295.01,3,2,3,1,1,56980000.0,193145.99505101523,62.8,4490000,2019,4,1913.0,2,1,2
844,11.83,Quotient,97.0,161.26999999999995,3,2,2,1,1,34260000.0,212438.7672846779,41.02,0,2019,4,1922.0,2,1,2
847,29.06,Quotient,106.0,322.54,0,0,0,0,1,80250000.0,248806.34960004964,63.3,6000000,2019,1,1913.0,2,1,2
849,16.16,Quotient,107.0,163.98000000000005,3,2,2,1,1,36250000.0,221063.5443346749,6.87,1500000,2019,4,1912.0,1,1,1
850,2.89,Quotient,97.0,28.32,1,0,1,1,1,5600000.0,197740.11299435032,0.0,0,2019,4,1922.0,2,1,0
852,4.26,Quotient,97.0,38.01,1,1,1,1,1,11120000.0,292554.59089713235,0.0,0,2019,4,1922.0,2,1,0
859,11.86,Quotient,108.0,153.04999999999995,3,1,2,1,1,44550000.0,291081.34596537077,15.3,2000000,2019,4,1911.0,1,1,1
860,11.57,Quotient,108.0,149.5,3,1,2,1,1,41670000.0,278729.0969899666,15.3,2000000,2019,4,1911.0,1,1,1
861,11.5,Quotient,108.0,148.79999999999995,3,1,2,1,1,41460000.0,278629.0322580645,15.3,2000000,2019,4,1911.0,1,1,1
862,11.5,Quotient,108.0,148.79999999999995,3,1,2,1,1,41460000.0,278629.0322580645,15.3,2000000,2019,4,1911.0,1,1,1
