district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
11,32.5,59.0,88.77,3,2,1,1,0,11000000.0,123915.73729863693,0.0,0,2019,4,1960.0,1,1,0
11,9.1,97.0,45.09,0,0,0,0,1,9200000.0,204036.37170104234,0.0,0,2019,4,1922.0,2,1,0
11,51.76,82.0,297.39,3,2,2,1,0,12000000.0,40351.05417129023,31.52,0,2019,4,1937.0,1,2,1
11,37.04,69.0,123.93,3,2,2,1,1,23750000.0,191640.4421851045,0.0,0,2019,4,1950.0,1,1,0
9,27.33,68.0,139.31,3,2,2,1,1,31500000.0,226114.42107529967,0.0,0,2019,3,1951.0,1,1,0
9,68.25,63.82352941176471,119.55,3,2,2,1,0,26800000.0,224173.9857800084,0.0,0,2019,4,1955.1764705882354,1,1,0
11,183.0,0.0,0.0,0,0,0,1,0,9154113.0,50022.47540983607,0.0,0,2019,4,2019.0,3,0,0
11,26.15,106.0,190.7,3,2,2,1,1,33600000.0,176192.97325642372,41.16,2550000,2019,4,1913.0,4,1,1
9,9.48,75.0,58.89,1,1,1,1,1,12560000.0,213278.9947359484,0.0,0,2019,4,1944.0,1,1,0
11,48.5,62.325,105.28,3,2,1,1,0,18000000.0,170972.6443768997,0.0,0,2019,4,1956.675,1,1,0
4,35.63,99.0,179.01,3,2,2,1,1,27780000.0,155186.861069214,41.26,0,2019,3,1920.0,1,1,1
8,16.0,68.0,57.68,2,1,1,1,0,11000000.0,190707.35090152567,0.0,0,2019,3,1951.0,1,1,0
6,244.9,0.0,0.0,0,0,0,1,0,1004090.0,4100.0,0.0,0,2019,4,2019.0,2,0,0
8,6.01,78.0,40.2,1,1,1,1,1,7550000.0,187810.94527363183,0.0,0,2019,4,1941.0,1,1,0
8,28.25,66.0,85.13,3,3,2,1,0,12880000.0,151298.01480089276,0.0,0,2019,4,1953.0,1,1,0
6,26.59,103.0,176.89,3,2,2,1,1,31000000.0,175250.1554638476,41.5,0,2019,4,1916.0,1,1,1
6,12.46,107.0,132.15,3,2,2,1,1,27300000.0,206583.42792281497,0.0,0,2019,3,1912.0,1,1,0
6,15.01,107.0,192.56,3,2,2,1,1,34380000.0,178541.75321977565,41.04,2400000,2019,4,1912.0,1,1,1
6,8.42,107.0,91.12,1,1,1,1,1,19300000.0,211808.60403863038,0.0,0,2019,4,1912.0,1,1,0
8,0.87,97.0,40.24,0,0,0,1,1,1300000.0,32306.163021868782,40.24,1300000,2019,4,1922.0,0,0,1
6,9.54,107.0,135.06,1,1,1,1,1,21750000.0,161039.5379831186,41.04,2950000,2019,4,1912.0,1,1,1
6,27.33,88.0,167.61,3,2,2,1,1,31000000.0,184953.16508561547,0.0,0,2019,3,1931.0,1,1,1
8,4.32,93.0,37.24,1,1,1,1,1,10500000.0,281954.8872180451,0.0,0,2019,4,1926.0,1,1,0
6,17.1,100.0,104.94,2,1,1,1,1,14880000.0,141795.31160663234,24.12,0,2019,4,1919.0,1,1,1
8,3.93,71.0,44.47,2,1,1,1,1,8200000.0,184393.97346525747,0.0,0,2019,4,1948.0,1,1,0
6,44.48,78.0,108.26,3,2,2,1,0,14100000.0,130242.00997598373,0.0,0,2019,4,1941.0,1,1,0
8,62.68,107.0,404.64,1,1,1,1,1,97920000.0,241992.8825622776,0.0,0,2019,4,1912.0,1,6,0
8,14.66,75.0,140.55,3,2,2,1,1,29300000.0,208466.73781572396,0.0,0,2019,4,1944.0,1,1,0
6,28.47,70.0,102.71,2,2,2,1,0,13680000.0,133190.53646188302,0.0,0,2019,3,1949.0,1,1,0
6,41.01,96.0,204.2,4,2,2,1,1,38600000.0,189030.3623898139,39.47,0,2019,4,1923.0,1,1,1
8,38.49,73.0,228.45,4,2,2,1,1,43200000.0,189100.45961917265,0.0,0,2019,4,1946.0,1,1,1
6,38.18,85.0,138.38,3,2,3,1,1,20000000.0,144529.55629426218,0.0,0,2019,4,1934.0,1,1,1
8,3.43,70.0,31.76,1,1,1,1,1,5330000.0,167821.15869017632,0.0,0,2019,3,1949.0,1,1,0
6,25.33,72.0,116.09,3,2,2,1,0,18000000.0,155052.1147385649,0.0,0,2019,4,1947.0,1,1,0
8,34.17,83.0,388.6,3,1,0,1,1,75750000.0,194930.5198147195,0.0,0,2019,4,1936.0,2,1,2
5,15.1,107.0,104.75,2,0,1,1,1,18820000.0,179665.87112171837,31.5,2200000,2019,4,1912.0,1,1,1
2,25.0,0.0,36.3,2,1,1,1,0,3773850.0,103962.80991735538,0.0,0,2019,4,2019.0,1,1,0
5,85.0,0.0,288.68,5,3,3,1,0,67800000.0,234862.13107939585,0.0,0,2019,3,2019.0,1,1,0
2,5.13,95.0,52.5,1,1,1,1,1,12580000.0,239619.04761904766,0.0,0,2019,4,1924.0,1,1,0
10,21.29,102.0,124.29,1,2,2,1,1,32200000.0,259071.5262692091,20.08,0,2019,3,1917.0,1,1,2
2,18.0,62.0,68.53,2,1,1,1,0,5000000.0,72960.7471180505,0.0,0,2019,4,1957.0,1,1,0
5,7.34,75.0,74.91,2,1,2,1,1,15380000.0,205313.04231744763,0.0,0,2019,3,1944.0,1,1,0
2,7.48,76.0,52.58,1,1,1,1,1,8450000.0,160707.4933434766,0.0,0,2019,4,1943.0,1,1,0
2,25.43,61.0,100.2,3,1,1,1,0,7200000.0,71856.2874251497,0.0,0,2019,3,1958.0,1,1,0
10,0.0,63.0,27.93,0,0,0,1,1,1060000.0,37952.02291442893,0.0,1060000,2019,4,1956.0,0,0,1
2,7.67,65.0,25.34,1,1,1,1,0,1137280.0,44880.82083662193,0.0,0,2019,4,1954.0,1,1,0
1,6.13,92.0,46.27,1,1,1,1,1,8700000.0,188026.7992219581,0.0,0,2019,4,1927.0,1,1,0
10,19.99,102.0,224.77,3,2,2,1,1,50000000.0,222449.61516216575,33.17,0,2019,4,1917.0,2,1,1
10,22.9,70.0,167.46,4,2,2,1,1,25500000.0,152275.17018989607,0.0,0,2019,4,1949.0,2,1,0
1,20.88,62.0625,46.5,6,0,6,1,0,6440000.0,138494.62365591398,0.0,0,2019,4,1956.9375,1,1,0
1,30.38,62.0625,78.35,2,2,1,1,0,10150000.0,129546.90491384812,0.0,0,2019,4,1956.9375,2,1,0
1,24.94,97.0,131.42,2,2,1,1,1,19000000.0,144574.6461725765,40.27,0,2019,4,1922.0,3,1,1
1,1.41,77.0,9.51,0,0,0,0,1,1200000.0,126182.96529968455,0.0,0,2019,4,1942.0,1,1,0
1,21.21,62.0625,70.48,3,2,1,1,0,13700000.0,194381.38479001133,0.0,0,2019,3,1956.9375,3,1,0
1,15.18,86.0,103.99,2,1,1,1,1,15000000.0,144244.63890758724,13.01,0,2019,4,1933.0,1,1,1
1,121.26,76.0,224.24,5,3,3,1,1,25000000.0,111487.69175882984,0.0,0,2019,3,1943.0,2,1,0
1,33.23,96.0,229.03,2,2,2,1,1,19000000.0,82958.56438021219,79.16,0,2019,3,1923.0,1,1,2
1,20.67,108.0,167.59,3,2,2,1,1,27110000.0,161763.82839071544,46.7,2200000,2017,2,1909.0,1,1,1
1,38.03,108.0,323.0900000000001,4,3,2,1,1,49880000.0,154384.22730508525,93.4,4400000,2017,2,1909.0,1,1,2
1,38.03,108.0,323.0900000000001,4,2,3,1,1,48500000.0,150112.97161781546,93.4,4500000,2019,1,1911.0,1,1,2
10,15.02,72.0,121.24,3,2,2,1,1,17000000.0,140217.74991751902,0.0,0,2019,3,1947.0,1,1,0
1,48.0,72.0,82.35,2,1,1,1,1,10420000.0,126533.09046751673,0.0,0,2019,4,1947.0,3,1,0
1,31.98,69.0,88.69,3,2,1,1,0,11200000.0,126282.55722178375,0.0,0,2019,4,1950.0,4,1,0
10,8.76,71.0,85.01,2,2,2,1,1,20580000.0,242089.1659804729,0.0,0,2019,4,1948.0,2,1,0
10,6.89,108.0,69.9,2,1,1,1,1,19850000.0,283977.1101573677,0.0,0,2019,4,1911.0,2,1,0
10,5.94,108.0,60.65,2,1,1,1,1,17170000.0,283099.75267930754,0.0,0,2019,4,1911.0,2,1,0
10,5.94,108.0,60.65,2,1,1,1,1,17350000.0,286067.60098928283,0.0,0,2019,4,1911.0,2,1,0
10,5.89,71.0,62.51000000000001,3,1,2,1,1,6000000.0,95984.64245720684,0.0,0,2019,4,1948.0,1,1,0
10,33.0,70.5909090909091,117.47,2,2,1,1,0,16000000.0,136204.98850770408,0.0,0,2019,4,1948.409090909091,1,1,0
10,5.72,108.0,57.86,1,1,1,1,1,17420000.0,301071.55202212237,0.0,0,2019,4,1911.0,2,1,0
10,8.13,108.0,81.84,2,1,1,1,1,25160000.0,307429.13000977517,0.0,0,2019,4,1911.0,2,1,0
10,8.24,108.0,95.77,2,1,1,1,1,28200000.0,294455.46622115484,13.93,2300000,2019,4,1911.0,2,1,1
10,6.89,108.0,69.9,2,1,1,1,1,20200000.0,288984.26323319017,0.0,0,2019,4,1911.0,2,1,0
10,7.62,108.0,76.96000000000002,2,1,1,1,1,24500000.0,318347.1933471933,0.0,0,2019,4,1911.0,2,1,0
10,5.94,108.0,60.65,2,1,1,1,1,17000000.0,280296.7848309975,0.0,0,2019,4,1911.0,2,1,0
10,7.01,108.0,83.83000000000001,2,1,1,1,1,22500000.0,268400.33400930447,13.93,2100000,2019,4,1911.0,2,1,1
5,5.58,99.0,71.38,1,1,1,1,1,12450000.0,174418.60465116278,0.0,0,2019,4,1920.0,1,1,1
2,3.22,70.0,30.4,1,1,1,1,0,4150000.0,136513.15789473685,0.0,0,2019,2,1949.0,11,1,0
2,12.4,0.0,46.08,1,1,1,1,1,7800000.0,169270.83333333337,0.0,0,2019,4,2019.0,1,1,0
1,82.14,88.0,217.47,4,2,2,1,1,25500000.0,117257.55276589876,35.09,0,2019,4,1931.0,8,1,1
10,22.85,63.0,191.32,0,0,0,0,1,42500000.0,222140.91574325736,0.0,0,2019,3,1956.0,4,1,0
5,21.25,62.875,65.96,3,1,1,1,0,4600000.0,69739.2359005458,0.0,0,2019,3,1956.125,1,1,0
10,0.5,70.0,10.38,0,0,0,0,1,1004800.0,96801.54142581891,0.0,0,2019,4,1949.0,1,1,0
5,43.61,78.0,505.5,0,0,0,0,1,90500000.0,179030.66271018793,0.0,0,2019,4,1941.0,1,1,1
2,26.49,71.0,99.89,2,2,1,1,1,13800000.0,138151.96716388027,0.0,0,2019,4,1948.0,1,1,0
8,7.21,108.0,87.50999999999998,2,1,1,1,1,24500000.0,279968.003656725,17.62,2400000,2016,3,1908.0,2,1,1
8,4.7,92.0,44.34,1,1,1,1,1,8380000.0,188994.13622011727,0.0,0,2019,4,1927.0,1,1,0
8,4.92,92.0,44.7,1,1,1,1,1,7880000.0,176286.35346756148,0.0,0,2019,4,1927.0,1,1,0
8,3.67,69.0,35.09,1,1,1,1,1,5500000.0,156739.81191222568,0.0,0,2019,4,1950.0,1,1,0
8,14.66,75.0,140.55,2,2,2,1,1,29080000.0,206901.45855567406,0.0,0,2019,4,1944.0,1,1,0
6,24.15,71.0,130.04,3,2,2,1,1,19560000.0,150415.25684404798,0.0,0,2019,4,1948.0,1,1,0
6,151.75,100.0,725.87,0,0,0,0,1,78000000.0,107457.25818672763,147.0,0,2019,4,1919.0,1,1,3
6,68.43,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0,2019,3,2019.0,1,0,0
6,68.43,105.0,423.27,0,0,0,0,1,68380000.0,161551.7282113072,152.26,8400000,2019,3,1914.0,1,1,4
8,24.5,58.0,70.94,3,2,1,1,0,13500000.0,190301.66337750206,0.0,0,2019,4,1961.0,1,1,0
6,16.86,94.0,94.7,4,2,2,1,1,8000000.0,84477.29672650475,6.49,0,2019,3,1925.0,1,1,1
11,21.09,65.0,84.66,3,2,1,1,0,11500000.0,135837.46751712734,0.0,0,2019,4,1954.0,1,1,0
4,41.36,98.0,205.0,4,2,2,1,1,40200000.0,196097.56097560973,27.85,0,2019,4,1921.0,1,1,1
9,39.58,75.0,125.0,3,2,2,1,0,20200000.0,161600.0,0.0,0,2019,4,1944.0,1,1,0
4,171.0,0.0,0.0,0,0,0,1,0,26890000.0,157251.4619883041,0.0,0,2019,4,2019.0,1,0,0
9,31.05,81.0,128.44,3,2,2,1,1,25250000.0,196589.847399564,0.0,0,2019,4,1938.0,1,1,0
11,33.75,0.0,81.0,2,2,1,1,0,15200000.0,187654.32098765433,0.0,0,2019,4,2019.0,2,1,0
9,46.0,0.0,0.0,0,0,0,1,0,3497988.0,76043.21739130435,0.0,0,2019,4,2019.0,1,0,0
4,499.99,0.0,0.0,0,0,0,1,0,2200000.0,4400.088001760035,0.0,0,2019,4,2019.0,1,0,0
9,9.36,107.0,128.74,3,2,2,1,1,28800000.0,223706.69566568272,0.0,0,2019,4,1912.0,1,1,0
11,3.94,97.0,42.99,1,1,1,1,1,12200000.0,283786.92719237035,0.0,0,2019,4,1922.0,1,1,0
11,27.0,0.0,91.55,1,1,1,1,0,19150000.0,209175.3140360459,0.0,0,2019,4,2019.0,3,1,0
9,39.0,63.82352941176471,65.07,2,2,1,1,0,12500000.0,192100.81450745356,0.0,0,2019,4,1955.1764705882354,1,1,0
11,9.99,0.0,49.49,1,1,1,1,1,12100000.0,244493.83713881602,0.0,0,2019,4,2019.0,3,1,0
11,0.1,0.0,21.01,0,0,0,1,1,3200000.0,152308.42455973345,21.01,3200000,2019,4,2019.0,0,0,1
4,20.09,87.0,120.3,2,2,2,1,0,16180000.0,134497.09060681632,0.0,0,2019,4,1932.0,1,1,0
11,16.26,83.0,198.24,4,2,2,1,1,44800000.0,225988.70056497172,0.0,0,2019,4,1936.0,3,1,1
7,35.5,64.0,76.95,3,1,1,1,0,8360000.0,108641.97530864195,0.0,0,2019,3,1955.0,1,1,0
7,36.0,68.0,213.89,6,3,3,1,1,37500000.0,175323.76455187247,0.0,0,2019,4,1951.0,1,1,0
7,35.25,57.0,81.6,2,2,1,1,0,23000000.0,281862.7450980392,0.0,0,2019,3,1962.0,1,1,0
7,23.2,67.0,97.29,3,2,1,1,0,13000000.0,133621.13269606332,0.0,0,2019,4,1952.0,1,1,0
3,32.54,73.0,119.66,3,2,2,1,0,14300000.0,119505.26491726557,0.0,0,2019,4,1946.0,1,1,0
7,499.0,0.0,0.0,0,0,0,1,0,16616700.0,33300.0,0.0,0,2019,4,2019.0,1,0,0
7,663.75,0.0,0.0,0,0,0,1,0,36140400.0,54448.81355932204,0.0,0,2019,4,2019.0,1,0,0
3,52.08,69.0,143.95999999999995,4,2,2,1,0,13000000.0,90302.86190608503,0.0,0,2019,4,1950.0,3,1,0
3,35.0,64.0,97.44,2,2,1,1,0,13200000.0,135467.9802955665,0.0,0,2019,4,1955.0,1,1,0
7,497.0,0.0,0.0,0,0,0,1,0,22022070.0,44310.0,0.0,0,2019,4,2019.0,2,0,0
3,41.92,107.0,237.1,3,2,2,1,1,48000000.0,202446.22522142556,41.05,3100000,2019,3,1912.0,1,1,1
7,16.09,86.0,114.42,2,1,1,1,1,16500000.0,144205.55846879914,0.0,0,2019,4,1933.0,1,1,1
7,29.96,69.0,153.55,3,2,2,1,1,21000000.0,136763.26929338978,0.0,0,2019,4,1950.0,1,1,0
12,30.0,73.0,114.75,3,2,1,1,0,22560000.0,196601.30718954245,0.0,0,2019,3,1946.0,3,1,0
12,7.53,78.22222222222223,59.95,1,2,1,1,1,15500000.0,258548.79065888238,0.0,0,2019,4,1940.7777777777774,1,1,0
12,30.17,0.0,0.0,0,0,0,1,0,2400965.0,79581.20649651972,0.0,0,2019,4,2019.0,1,0,0
12,9.29,96.0,56.17,1,1,1,1,1,20200000.0,359622.57432793314,3.74,0,2019,3,1923.0,1,1,1
12,3.64,70.0,28.65,0,1,0,1,1,11800000.0,411867.3647469459,0.0,0,2019,3,1949.0,10,1,0
12,0.0,0.0,94.09,3,2,1,1,0,5200000.0,55266.23445637156,0.0,0,2019,4,2019.0,0,1,0
12,75.0,0.0,0.0,0,0,0,1,0,7047000.0,93960.0,0.0,0,2019,4,2019.0,1,0,0
12,29.81,70.0,84.29,3,1,1,1,0,20200000.0,239648.8314153517,0.0,0,2019,4,1949.0,2,1,0
1,22.0,71.0,89.28,3,2,1,1,0,8880000.0,99462.36559139783,0.0,0,2019,4,1948.0,2,1,0
1,36.5,71.0,102.57,3,2,1,1,1,21700000.0,211562.83513697964,0.0,0,2019,4,1948.0,1,1,0
10,9.98,74.0,103.54,3,2,2,1,1,18050000.0,174328.76183117638,0.0,0,2019,3,1945.0,3,1,0
5,9.0,0.0,0.0,0,0,0,1,0,270882.0,30098.0,0.0,0,2019,4,2019.0,1,0,0
5,45.0,0.0,0.0,0,0,0,1,0,3830000.0,85111.11111111111,0.0,0,2019,4,2019.0,1,0,0
2,30.25,63.56521739130435,82.8,2,2,1,1,0,4674900.0,56460.14492753622,0.0,0,2019,4,1955.434782608696,1,1,0
10,38.5,65.0,152.79,5,2,2,1,0,40000000.0,261797.2380391387,0.0,0,2019,3,1954.0,1,1,0
8,6.98,75.0,38.12000000000001,1,1,1,1,0,5900000.0,154774.39664218258,0.0,0,2019,4,1944.0,1,1,0
6,22.05,73.0,158.46999999999997,3,2,2,1,1,19000000.0,119896.51038051368,0.0,0,2019,3,1946.0,3,2,0
6,24.83,100.0,172.76,2,2,2,1,1,22500000.0,130238.48112989117,39.58,2500000,2019,3,1919.0,1,1,1
8,3.16,98.0,51.47,1,1,1,1,1,9500000.0,184573.53798329126,0.0,0,2019,4,1921.0,1,1,0
12,30.79,0.0,36.12,3,2,2,1,0,18000000.0,498338.87043189385,0.0,0,2019,4,2019.0,1,1,0
12,26.81,65.0,118.14,4,2,2,1,0,30080000.0,254613.17081428808,0.0,0,2019,4,1954.0,2,1,0
12,24.3,72.80952380952381,94.23,3,2,1,1,0,20500000.0,217552.79634935802,0.0,0,2019,4,1946.1904761904761,1,1,0
12,27.27,72.0,87.24,3,2,1,1,0,19680000.0,225584.5942228336,0.0,0,2019,3,1947.0,1,1,0
7,32.5,62.0,87.75,3,2,1,1,0,7920000.0,90256.41025641024,0.0,0,2019,3,1957.0,1,1,0
3,41.59,102.0,180.62,3,2,2,1,1,30000000.0,166094.56317129885,0.0,0,2019,4,1917.0,2,1,1
3,6.55,0.0,0.0,0,0,0,1,0,144321.0,22033.74045801527,0.0,0,2019,4,2019.0,4,0,0
3,22.26,102.0,87.75999999999998,2,1,1,1,1,16000000.0,182315.4056517776,0.0,0,2019,4,1917.0,1,1,0
11,19.65,98.0,111.73,2,1,1,1,1,23880000.0,213729.5265371879,26.16,1600000,2019,4,1921.0,1,1,1
4,26.01,100.0,171.36,3,2,2,1,1,32000000.0,186741.36321195145,42.93,2500000,2019,4,1919.0,1,1,1
9,34.27,79.0,132.99,4,2,2,1,1,34680000.0,260771.48657793817,0.0,0,2019,4,1940.0,1,1,0
11,4.67,0.0,0.0,0,0,0,1,0,211381.0,45263.597430406844,0.0,0,2019,4,2019.0,1,0,0
11,35.8,89.0,151.20999999999995,3,2,2,1,1,30500000.0,201706.2363600291,0.0,0,2019,4,1930.0,1,1,1
11,13.51,73.0,87.97,2,2,1,1,1,14500000.0,164828.91894964193,0.0,0,2019,3,1946.0,2,1,0
4,47.08,80.0,157.25,3,2,2,1,0,20880000.0,132782.19395866455,0.0,0,2019,4,1939.0,8,1,2
11,8.86,95.0,67.66,1,1,1,1,1,15000000.0,221696.71888856046,16.34,1600000,2019,4,1924.0,1,1,1
9,11.24,96.0,136.45,3,2,2,1,1,25750000.0,188713.81458409675,22.5,1200000,2019,3,1923.0,1,1,1
11,74.54,95.0,276.68,3,2,2,1,1,88880000.0,321237.530721411,52.2,4000000,2019,3,1924.0,1,1,1
9,3.06,95.0,31.8,2,1,1,1,1,11100000.0,349056.6037735849,0.0,0,2019,3,1924.0,1,1,0
3,80.0,0.0,0.0,0,0,0,1,0,20000000.0,250000.0,0.0,0,2019,4,2019.0,1,0,0
3,11.01,75.0,43.65,1,1,1,1,1,4900000.0,112256.58648339061,0.0,0,2019,4,1944.0,2,1,0
3,12.63,70.0,84.09,2,2,1,1,1,8000000.0,95136.16363420144,0.0,0,2019,4,1949.0,2,1,0
7,97.69,64.0,103.75,4,2,2,1,0,13360000.0,128771.0843373494,0.0,0,2019,4,1955.0,1,1,0
12,27.89,94.0,166.31,3,2,2,1,1,37500000.0,225482.5326198064,33.1,3200000,2019,4,1925.0,1,1,2
12,7.5,0.0,0.0,0,0,0,1,0,614250.0,81900.0,0.0,0,2019,4,2019.0,1,0,0
7,14.25,81.0,50.16,0,0,0,0,0,6620000.0,131977.67145135568,0.0,0,2019,4,1938.0,1,1,0
8,17.61,102.0,235.59,3,2,2,1,1,51800000.0,219873.50906235407,26.66,3000000,2019,4,1917.0,1,1,1
6,43.37,102.0,274.47,3,2,2,1,1,38500000.0,140270.33919918386,76.26,5000000,2019,4,1917.0,1,1,2
6,19.55,93.0,156.42000000000004,3,2,2,1,1,32680000.0,208924.68993734816,26.12,2500000,2019,2,1926.0,1,1,1
8,17.89,70.0,127.06,3,2,2,1,1,28400000.0,223516.44892176925,0.0,0,2019,4,1949.0,1,1,0
5,14.62,87.0,85.44,2,2,1,1,1,16500000.0,193117.9775280899,0.0,0,2019,4,1932.0,2,1,0
10,28.92,73.0,136.64,3,2,2,1,0,35500000.0,259806.79156908664,0.0,0,2019,4,1946.0,2,1,0
1,26.5,62.0625,74.54,2,2,1,1,0,10500000.0,140863.9656560236,0.0,0,2019,4,1956.9375,1,1,0
10,3.8,94.0,36.28,1,1,1,1,1,10500000.0,289415.65600882034,0.0,0,2019,4,1925.0,1,1,0
12,16.88,84.0,80.63,1,1,1,1,1,14000000.0,173632.64293687214,19.35,0,2019,4,1935.0,2,1,1
12,14.62,72.0,90.04,0,2,1,1,1,25000000.0,277654.3758329631,0.0,0,2019,4,1947.0,1,1,0
12,8.53,96.0,30.64,1,1,1,1,1,8900000.0,290469.97389033943,0.0,0,2019,4,1923.0,1,1,0
12,11.11,82.1,73.61,3,2,2,1,0,10000000.0,135851.10718652356,0.0,0,2019,4,1936.9,1,1,0
12,13.12,76.0,86.96,3,2,2,1,1,23720000.0,272769.0892364306,0.0,0,2019,4,1943.0,2,1,0
12,45.0,58.92857142857143,104.46,3,2,2,1,0,17000000.0,162741.71931839938,0.0,0,2019,3,1960.071428571429,1,1,0
3,38.72,107.0,184.31,3,2,2,1,1,20600000.0,111768.21659161196,47.62,0,2019,4,1912.0,1,1,1
7,35.66,75.0,119.08,3,2,2,1,0,14500000.0,121766.8794088008,0.0,0,2019,3,1944.0,1,1,0
3,1515.48,0.0,0.0,0,0,0,1,0,779336059.0,514250.30947290635,0.0,0,2018,4,2018.0,1,0,0
3,397.3,0.0,0.0,0,0,0,1,0,204313941.0,514256.0810470677,0.0,0,2019,4,2019.0,1,0,0
3,35.18,107.0,210.36,3,2,2,1,1,37450000.0,178028.14223236355,39.56,2600000,2019,3,1912.0,1,1,1
3,35.18,107.0,210.36,3,2,2,1,1,38880000.0,184826.01254991442,39.56,2700000,2019,2,1912.0,1,1,1
7,49.64,96.0,342.19,6,2,4,1,1,49280000.0,144013.55971828516,0.0,0,2019,3,1923.0,1,1,2
3,15.41,87.0,70.66,1,2,1,1,1,10880000.0,153976.7902632324,0.0,0,2019,4,1932.0,1,1,0
3,259.88,0.0,0.0,0,0,0,1,0,107682000.0,414352.77820532565,0.0,0,2019,4,2019.0,1,0,0
3,88.0,0.0,0.0,0,0,0,1,0,36469400.0,414425.0,0.0,0,2019,4,2019.0,1,0,0
3,1.0,0.0,0.0,0,0,0,1,0,411000.0,411000.0,0.0,0,2019,4,2019.0,1,0,0
3,31.93,108.0,295.11,4,2,2,1,1,46000000.0,155874.080851208,76.34,4300000,2016,3,1908.0,1,1,2
3,30.98,108.0,288.6,3,2,2,1,1,43360000.0,150242.55024255026,76.34,3900000,2016,2,1908.0,1,1,2
3,21.9,108.0,188.35,3,2,2,1,1,28940000.0,153650.11945845498,38.17,1900000,2015,1,1907.0,1,1,1
3,30.51,108.0,247.38,4,2,2,1,1,47000000.0,189991.1067992562,38.17,2500000,2015,1,1907.0,1,1,1
3,30.98,108.0,288.6,3,2,2,1,1,45800000.0,158697.15869715868,76.34,4800000,2015,2,1907.0,1,1,2
7,28.37,66.0,143.82999999999996,3,2,2,1,1,21250000.0,147743.86428422446,0.0,0,2019,4,1953.0,1,1,0
3,62.33,61.0,123.34,4,2,3,1,0,23800000.0,192962.54256526675,0.0,0,2019,4,1958.0,5,1,0
7,56.88,104.0,406.53,0,0,0,0,1,75000000.0,184488.22965094828,64.36,3000000,2019,3,1915.0,1,1,2
3,33.75,60.0,85.79,3,2,1,1,0,8800000.0,102576.05781559618,0.0,0,2019,3,1959.0,1,1,0
3,30.67,61.0,56.97,1,1,1,1,0,14600000.0,256275.23257855012,0.0,0,2019,4,1958.0,1,1,0
11,5.37,0.0,17.55,0,0,0,0,0,7500000.0,427350.42735042726,0.0,0,2019,4,2019.0,3,1,0
9,5.82,70.0,53.64,0,0,0,1,1,2200000.0,41014.168530947056,0.0,2200000,2019,3,1949.0,0,0,1
11,0.1,0.0,21.01,0,0,0,1,1,3500000.0,166587.33936220847,21.01,3500000,2019,4,2019.0,0,0,1
4,34.33,102.0,251.65,4,2,2,1,1,33280000.0,132247.16868666798,51.95,0,2019,3,1917.0,1,1,1
11,28.17,72.0,112.24,3,2,2,1,0,16060000.0,143086.24376336427,0.0,0,2019,3,1947.0,1,1,0
4,27.28,102.0,207.31,3,2,2,1,1,31580000.0,152332.2560416767,51.95,0,2019,4,1917.0,1,1,1
4,29.6,87.0,174.74,4,2,2,1,1,24000000.0,137346.91541719125,0.0,0,2019,4,1932.0,1,1,0
4,24.14,100.0,209.55,4,2,2,1,1,42500000.0,202815.55714626575,0.0,0,2019,3,1919.0,1,2,1
4,13.19,94.0,95.28,2,2,1,1,1,18900000.0,198362.72040302266,12.79,1800000,2019,4,1925.0,1,1,1
9,38.0,77.0,188.21,3,2,2,1,0,33000000.0,175336.06078316775,0.0,0,2019,3,1942.0,1,1,0
4,31.6,75.71428571428571,99.52,3,2,1,1,0,17200000.0,172829.58199356913,0.0,0,2019,4,1943.2857142857144,2,1,0
11,25.99,76.0,108.39,3,2,2,1,0,12000000.0,110711.32023249377,0.0,0,2019,3,1943.0,2,1,0
9,15.13,68.0,117.68,3,2,2,1,1,25500000.0,216689.32698844324,0.0,0,2019,4,1951.0,1,1,0
9,4.12,97.0,41.91,1,1,1,1,0,8000000.0,190885.230255309,0.0,0,2019,4,1922.0,1,1,0
9,27.75,63.82352941176471,77.6,2,2,1,1,0,13500000.0,173969.07216494848,0.0,0,2019,4,1955.1764705882354,1,1,0
4,29.08,74.0,102.1,3,2,2,1,0,13000000.0,127326.15083251715,0.0,0,2019,3,1945.0,1,1,0
9,37.75,63.82352941176471,95.25,3,2,1,1,0,20500000.0,215223.09711286085,0.0,0,2019,3,1955.1764705882354,1,1,0
9,36.75,63.82352941176471,90.51,3,1,1,1,0,7500000.0,82863.77195889957,0.0,0,2019,4,1955.1764705882354,1,1,0
9,37.27,71.0,158.38,0,0,0,0,0,21000000.0,132592.49905291072,0.0,0,2019,4,1948.0,1,1,0
9,13.78,72.0,149.32,3,2,2,1,1,32180000.0,215510.31342084112,0.0,0,2019,4,1947.0,1,1,0
6,33.87,108.0,217.28,4,2,2,1,0,36580000.0,168354.19734904275,38.92,0,2019,3,1911.0,2,1,1
6,34.13,108.0,251.48,4,2,2,1,0,39680000.0,157785.90742802608,73.12,0,2019,3,1911.0,2,1,2
6,27.2,108.0,182.0,3,2,2,1,0,31200000.0,171428.57142857142,38.92,0,2019,3,1911.0,2,1,1
