Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
5668,1.4,Address,81.0,35.61,0,0,0,1,1,2900000.0,81437.79837124402,0.0,0,2020,1,1939.0,0,0,1
5669,14.1,Address,103.0,74.42,1,1,1,1,1,17080000.0,229508.19672131148,0.0,0,2020,1,1917.0,1,2,1
5713,19.83,Address,72.0,125.11,3,2,1,1,1,26300000.0,210215.01079050443,0.0,0,2020,1,1948.0,2,1,0
5715,13.79,Address,79.0,75.02,2,2,1,1,0,14060000.0,187416.68888296452,0.0,0,2020,1,1941.0,1,1,0
5717,3.95,Quotient,78.0,44.67,1,1,1,1,1,11200000.0,250727.55764495183,0.0,0,2019,4,1941.0,1,1,0
5718,43.75,Address,62.325,108.37,3,2,1,1,0,25000000.0,230691.15068745962,0.0,0,2020,1,1957.675,2,1,0
5722,22.6,Address,80.875,110.22,3,2,2,1,1,23900000.0,216839.0491743785,0.0,0,2019,4,1938.125,1,1,0
5723,21.42,Other,0.0,0.0,0,0,0,1,0,227500.0,10620.915032679737,0.0,0,2020,1,2020.0,14,0,0
5775,3.82,Address,82.0,21.82,1,1,1,1,1,5500000.0,252062.32813932173,0.0,0,2020,1,1938.0,1,1,0
5776,28.24,Quotient,73.0,120.0,5,0,5,1,0,19500000.0,162500.0,0.0,0,2019,4,1946.0,2,1,0
5777,30.0,Address,62.325,84.0,2,2,2,1,0,17100000.0,203571.42857142855,0.0,0,2019,4,1956.675,1,1,0
5779,6.81,Address,98.0,49.08,1,1,1,1,1,11800000.0,240423.7978810106,0.0,0,2020,1,1922.0,1,1,0
5842,43.25,Address,64.0,117.57,0,0,0,0,0,112000000.0,952623.9686994981,0.0,0,2019,4,1955.0,1,1,0
5845,23.91,Address,71.0,114.6,3,2,2,1,0,22380000.0,195287.9581151832,0.0,0,2020,1,1949.0,1,1,0
5850,22.75,Address,65.0,78.43,3,1,1,1,0,14450000.0,184240.7242126737,0.0,0,2020,1,1955.0,1,1,0
5852,28.56,Address,76.0,131.75,3,2,2,1,0,28230000.0,214269.44971537,0.0,0,2020,1,1944.0,1,1,0
5853,18.96,Address,106.0,146.99,2,1,1,1,1,25200000.0,171440.2340295258,41.16,2700000,2019,4,1913.0,4,1,1
5902,17.66,Address,71.0,127.53,3,2,2,1,1,30860000.0,241982.2786795264,0.0,0,2019,4,1948.0,6,1,0
5903,10.49,Quotient,73.0,136.11,3,2,2,1,1,33760000.0,248034.67783410478,0.0,0,2019,4,1946.0,10,1,0
5905,13.1,Address,67.0,46.22,3,1,1,1,0,5500000.0,118996.10558199912,0.0,0,2020,1,1953.0,1,1,0
