Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
5084,6.45,Address,79.36842105263158,33.879999999999995,3,2,2,1,1,7000000.0,206611.5702479339,0.0,0,2020,1,1940.6315789473686,1,1,0
5085,21.91,Address,74.0,113.11,3,2,2,1,1,23500000.0,207762.35522942265,0.0,0,2019,4,1945.0,1,1,0
5100,30.15,Quotient,76.375,177.58,2,2,2,1,1,55000000.0,309719.56301385286,0.0,0,2019,4,1942.625,2,1,0
5116,30.4,Other,70.0,142.71,4,3,3,1,0,35100000.0,245953.33193188984,0.0,0,2019,4,1949.0,1,1,0
5144,9.78,Other,70.0,85.08,0,0,0,0,1,11000000.0,129290.07992477668,0.0,0,2019,4,1949.0,3,1,0
5145,8.37,Address,82.1,39.84,3,2,2,1,0,10000000.0,251004.01606425698,0.0,0,2019,4,1936.9,1,1,0
5146,30.88,Address,71.0,117.68,3,2,1,1,1,20000000.0,169952.4133242692,0.0,0,2019,4,1948.0,1,1,0
5147,11.64,Address,94.0,45.87,1,1,1,1,1,13560000.0,295618.0510137345,0.0,0,2019,4,1925.0,2,1,0
5148,32.6,Address,74.0,136.26,5,1,2,1,1,27000000.0,198150.59445178337,0.0,0,2019,4,1945.0,2,2,0
5149,12.03,Address,73.0,120.99,3,2,2,1,0,22880000.0,189106.53773039093,0.0,0,2019,4,1946.0,1,1,0
5150,16.43,Address,95.0,115.76,1,1,1,1,1,18450000.0,159381.4789219074,0.0,0,2019,4,1924.0,2,1,1
5240,31.99,Address,75.0,135.48,4,2,2,1,1,42000000.0,310008.85739592556,0.0,0,2019,4,1944.0,1,1,0
5241,35.41,Address,80.0,224.88,4,2,2,1,1,53000000.0,235681.25222340805,0.0,0,2019,4,1939.0,3,1,1
5242,3.94,Quotient,78.0,57.97,2,1,1,1,1,15435000.0,266258.40952216665,0.0,0,2020,1,1942.0,1,1,0
5243,57.0,Other,0.0,0.0,0,0,0,1,0,892620.0,15660.0,0.0,0,2019,4,2019.0,1,0,0
5244,20.92,Other,0.0,0.0,0,0,0,1,0,1174972.0,56165.00956022943,0.0,0,2019,4,2019.0,4,0,0
5245,3.79,Address,60.0,26.26,1,1,1,1,1,6300000.0,239908.60624523988,0.0,0,2019,4,1959.0,2,1,0
5246,37.0,Address,72.80952380952381,132.84,3,1,2,1,0,20000000.0,150557.0611261668,0.0,0,2019,4,1946.1904761904761,1,1,0
5247,3.31,Quotient,96.0,38.94,1,1,1,1,1,13800000.0,354391.3713405239,0.0,0,2020,1,1924.0,2,1,0
5248,19.9,Quotient,0.0,178.88,0,0,0,0,1,51500000.0,287902.50447227195,0.0,0,2020,1,2020.0,1,1,0
5249,27.6,Address,76.0,108.95,3,2,2,1,0,18500000.0,169802.6617714548,0.0,0,2020,1,1944.0,1,1,0
5266,18.41,Quotient,102.0,141.97,3,2,2,1,1,45000000.0,316968.3736000564,10.7,4000000,2019,4,1917.0,2,2,2
5267,14.55,Address,87.0,59.99,3,1,1,1,1,12380000.0,206367.72795465915,0.0,0,2019,4,1932.0,1,1,0
5268,31.29,Address,73.0,141.96,4,2,2,1,0,35500000.0,250070.4423781347,0.0,0,2020,1,1947.0,1,1,0
5364,22.09,Address,59.0,138.51999999999998,3,2,2,1,1,30460000.0,219896.04389257872,0.0,0,2019,4,1960.0,3,1,0
5365,10.35,Quotient,76.375,110.9,3,2,2,1,1,29680000.0,267628.4941388639,0.0,0,2020,1,1943.625,1,1,0
5366,17.31,Address,77.0,145.88,2,2,2,1,1,48000000.0,329037.5651220181,0.0,0,2019,4,1942.0,2,1,0
5367,35.75,Address,56.0,103.66,0,1,1,1,0,60000000.0,578815.3579008296,0.0,0,2019,4,1963.0,1,1,0
5368,8.74,Address,95.0,45.59,1,1,1,1,1,15880000.0,348322.00043869275,0.0,0,2019,4,1924.0,1,1,0
5369,42.0,Address,60.0,167.96,4,2,3,1,0,42880000.0,255298.8806858776,0.0,0,2019,4,1959.0,1,1,0
5370,23.6,Address,72.80952380952381,83.21,2,2,1,1,0,15780000.0,189640.6681889196,0.0,0,2019,4,1946.1904761904761,1,1,0
5382,32.38,Address,87.3,125.72,3,2,2,1,1,27160000.0,216035.63474387527,0.0,0,2019,4,1931.7,1,1,0
5383,20.09,Address,87.0,98.26,2,2,1,1,1,18200000.0,185222.8780785671,0.0,0,2019,4,1932.0,1,1,1
5384,3.34,Quotient,99.0,37.12,0,1,1,1,1,14000000.0,377155.1724137931,0.0,0,2019,4,1920.0,1,1,0
5385,4.36,Other,0.0,54.47,1,1,1,1,1,14000000.0,257022.21406278692,0.0,0,2019,4,2019.0,1,1,0
5404,31.92,Address,71.0,117.68,3,2,2,1,1,30000000.0,254928.61998640388,0.0,0,2019,4,1948.0,1,1,0
5405,42.5,Address,58.92857142857143,106.63,3,2,2,1,0,19500000.0,182875.3634061709,0.0,0,2019,4,1960.071428571429,1,1,0
5406,37.64,Quotient,103.0,569.03,1,2,5,1,1,223500000.0,392773.667469202,53.04,6500000,2019,4,1916.0,1,1,2
5407,38.1,Quotient,103.0,608.0699999999998,1,2,5,1,1,239500000.0,393869.12690973096,92.07,9500000,2019,4,1916.0,1,1,3
